Job Title,Company,Location,Skills,Education,Experience,Job Level,Salary
Software Developer - C#,Siemens,"Grand Prairie, TX","ASP.NET, System administration, Microsoft Excel, Microsoft Access, Node.js","master, degree, bachelor",1+ years,N/A,$67K - $116K (Employer est.)
Software Engineers,SNH Capital Partners,"Austin, TX","Node.js, PostgreSQL, REST, AI","master, degree, bachelor",1+ years,N/A,$84K - $135K (Glassdoor est.)
Software Developer,Oracle,United States,"Computer science, Cloud infrastructure, Oracle, Data structures, Java",associate,1-2+ years,N/A,N/A
Front-End Developer,Jacobi Robotics,Remote,"Web design, React, Web development, English, Redux",N/A,N/A,N/A,$20.00 - $40.00 Per Hour (Employer est.)
Senior Firmware Engineer,True Manufacturing,"O Fallon, MO","LabView, Schematics, Internet of things, Firmware, PCB","degree, bachelor",more years,N/A,$125K - $140K (Employer est.)
Software Developer,Oracle,"Austin, TX","Oracle, Software troubleshooting, System design, Git, Java","degree, bachelor",more years,N/A,$94K - $146K (Glassdoor est.)
Embedded Software Applications Developer,The Raymond Corporation,"Greene, NY","System architecture, OOP, C++, UML, APIs","bachelor, degree, education, associate",100 years,N/A,$75K - $103K (Employer est.)
Software Developer,Oracle,United States,"Computer science, TCP, Cloud infrastructure, Azure, Oracle","bachelor, degree, education, associate",100 years,N/A,N/A
Sr Graphics Developer,Leidos,"Bethesda, MD","Adobe Photoshop, Computer science, Signal processing, Kubernetes, C++","bachelor, degree, education, associate",100 years,N/A,$126K - $228K (Employer est.)
Software Developer,Universal Music Group,"Los Angeles, CA","CI/CD, Azure, Go, Node.js, CSS","certification, education","position, years",N/A,$81K - $127K (Glassdoor est.)
Sr Principal Embedded Security Software Eng-Gskit,Raytheon,"Tucson, AZ","Management, Kanban, FPGA, Configuration management, C++","bachelor, degree, education, associate","100 years, 10 years",N/A,$124K - $250K (Employer est.)
Software Engineer,DonorView,"Marlborough, MA","ASP.NET, MVC, C#, Microsoft SQL Server, .NET",N/A,N/A,N/A,$85K (Employer est.)
"Software Developer, II",IB Systems,"Farmington Hills, MI","Oracle, CSS, XML, C#, Microsoft SQL Server",N/A,N/A,N/A,$115K (Employer est.)
Software Developer (Hybrid),Hynes & Khater,"Houston, TX","Azure, Oracle, DevOps, C#, .NET","degree, education, bachelor","5+ years, 3+ years",N/A,$73K - $112K (Glassdoor est.)
Software Developer,Service Oriented Solutions,Indiana,"Microsoft Powerpoint, Microsoft Word, Microsoft Excel, Oracle, Node.js",education,few years,N/A,N/A
Junior Python Developer,CS Soft Solutions (I) PVT.LTD.,"Hartford, CT","Database management, Django, Python",N/A,0-3+ years,N/A,$85K - $102K (Employer est.)
Software Developer,AMSYS Innovative Solutions LLC,Texas,"Performance tuning, Oracle, SQL, Agile, JSON",N/A,N/A,N/A,N/A
Access Developer,Express Identification Products,"San Diego, CA","Microsoft Access, Database development, Microsoft SQL Server, SQL, Analysis skills",N/A,3 years,N/A,$50.00 - $60.00 Per Hour (Employer est.)
Software Developer,WinShape Foundation,"Rome, GA","CI/CD, Azure, CSS, React, C#","degree, bachelor",N/A,N/A,$77K - $108K (Glassdoor est.)
Full Stack Developer- AI Trainer,DataAnnotation,"Huntsville, AL","Writing skills, C#, English, SQL, C++","degree, bachelor",N/A,N/A,$40.00 Per Hour (Employer est.)
Software Developer,AllianceBernstein,"Nashville, TN","ASP.NET, Computer science, CSS, React, C#","master, degree, bachelor",5+ years,N/A,$77K - $121K (Glassdoor est.)
Co-Op Software -Summer/Fall 2025,The Raymond Corporation,"Greene, NY","C, SDLC","bachelor, degree, associate, graduate",100 years,N/A,$19.50 - $28.00 Per Hour (Employer est.)
Senior Software Developer,Old Dominion University Research Foundation,"Suffolk, VA","R, Research, Supervising experience, Project management, JavaScript","m.s., education, undergraduate, degree, graduate, associate",5+ years,N/A,$80K - $95K (Employer est.)
Software Engineer,QUANTUM DESIGN INC,"San Diego, CA","Computer science, Data analysis skills, Git, Windows, Spectroscopy","master, degree, education, bachelor",3–4 years,N/A,$140K - $160K (Employer est.)
SOFTWARE ENGINEERS,Stacklogy,"Temple, TX","CI/CD, Cloud infrastructure, Cloud architecture","master, degree",N/A,N/A,$84K - $124K (Glassdoor est.)
Senior CEMA Software Engineer,Leidos,"Lawton, OK","CI/CD, DevOps, Git, C++, Ubuntu","master, degree, education, bachelor","6+ years, 2 years, 8+ years",N/A,$105K - $189K (Employer est.)
Software Developer,Leidos,"Chantilly, VA","Jira, Gradle, Node.js, React, Relational databases","master, degree, education, bachelor","6 years, 4+ years, 2+ years",N/A,$85K - $154K (Employer est.)
Software Engineering Manager - Robotics,Berkshire Grey,"Bedford, MA","Jira, Management, DevOps, Git, C++","master, degree, bachelor","8+ years, 5+ years, 2+ years, 3+ years",N/A,$125K - $177K (Glassdoor est.)
Software Developer III,Tax Protection Plus,"Winston-Salem, NC","Drupal, Management, Node.js, Relational databases, Git",N/A,N/A,N/A,$50K - $65K (Employer est.)
Senior Golang Backend Developer,Ceresti Health,"Norwell, MA","Computer science, Go, Software deployment, Data structures, Databases","degree, education, bachelor","2+ years, 3+ years",N/A,$135K (Employer est.)
Embedded Controls Software Engineer - Automotive,Bill Austin and Associates,"Columbus, IN","Statistics, MATLAB, Microsoft Excel, Data analysis skills, Microsoft Office",education,3-5 years,N/A,$54K - $78K (Glassdoor est.)
Firmware Engineer CANbus/Linbus,Vision X Lighting,"Exeter, RI","TCP, Firmware, Assembly language, Network protocols, Perl","bachelor, degree, associate",2+ years,N/A,$75K - $95K (Employer est.)
Full-Stack Software Developer,Puretec Industrial Water,"Oxnard, CA","CI/CD, Software deployment, ERP systems, Git, PHP","bachelor, degree, associate",2+ years,N/A,$38.00 - $50.00 Per Hour (Employer est.)
HMI/PLC Programmer,Burt Process Equipment,"Cromwell, CT","Microsoft Office, Programmable logic controllers, Manufacturing, Leadership, Communication skills","degree, bachelor",(required)•2-5 years,N/A,$70K - $90K (Employer est.)
Software Development Team Lead - Web,Uline,"Pleasant Prairie, WI","CI/CD, ASP.NET, MVC, C#, OOP","degree, education, bachelor",8+ years,N/A,$121K - $160K (Employer est.)
Software Developer,365 Labs,"Baton Rouge, LA","MVC, Visual Studio, C#, SQL",degree,N/A,N/A,$65K (Employer est.)
Junior Developer - Part-time (Vue.js),Teutonic Transportation,"Sharon Hill, PA","DevOps, Git, SQL, AWS, Docker",N/A,N/A,N/A,$50.00 Per Hour (Employer est.)
Full Stack Developer,"R. Watson & Associates, Inc.","Medford, OR","Cloud infrastructure, CSS, React, C#, Git",associate,N/A,N/A,N/A
Frontend Maintenance Developer - Entry Level,DynamiX,"Kennesaw, GA","Adobe Photoshop, CSS, Test automation, Git, Responsive web design",N/A,"7 years, 3 years, five years",N/A,$50K - $60K (Employer est.)
Senior Developer - Enterprise Applications,Echo Incorporated,"Lake Zurich, IL","FTP, Computer science, EDI, Application development, SOAP","degree, education, bachelor",N/A,N/A,$110K - $130K (Employer est.)
Software Developer,INAMAX powered by Ultra,"Duluth, GA","Computer science, Azure, MVC, DevOps, C#",N/A,N/A,N/A,$73K - $103K (Glassdoor est.)
Senior Firmware Engineer I,Neptune Technology Group Inc.,"Duluth, GA","Jira, FTP, TCP, Schematics, R","master, education, degree, bachelor, certification, associate","(7 years, 9 years, 5 years",N/A,$100K - $131K (Glassdoor est.)
Software Developer,SMARTLOGIX,"San Juan, PR","Computer science, Azure, Web development, Kanban, C#","degree, bachelor",3 years,N/A,N/A
Application Developer - AI Trainer,DataAnnotation,"Springfield, IL","Writing skills, C#, English, SQL, C++","degree, bachelor",N/A,N/A,$40.00 Per Hour (Employer est.)
Hiring For UI Developer (Angular),InfolobSolutions,"Atlanta, GA","CSS, Test automation, Responsive web design, JavaScript, SASS",N/A,N/A,N/A,$45.00 - $50.00 Per Hour (Employer est.)
Jr. Web Software Developer,TechSur Solutions,"Reston, VA","Node.js, CSS, Software troubleshooting, React, Microsoft SQL Server","degree, education, bachelor",1-3+ years,N/A,$71K - $106K (Glassdoor est.)
Jr.Software Engineer,ASCENDING,"Fairfax, VA","Computer science, Node.js, DevOps, Data structures, AWS","degree, bachelor",2 years,entry level,$88K - $131K (Glassdoor est.)
D365 Developer,Nucor Business Technology,"Cincinnati, OH","C#, Microsoft SQL Server, SQL, Software development, Unit testing","certification, degree, education, bachelor",5 years,N/A,$55K - $81K (Glassdoor est.)
Senior Medical Device Software Engineer-(Applications),"Draeger Medical Systems, Inc.","Andover, MA","Computer science, TCP, Software troubleshooting, Visual Studio, C#",education,8 years,N/A,$96K - $143K (Glassdoor est.)
Building Automation Engineer,Novo Nordisk,"West Lebanon, NH","Microsoft Powerpoint, Microsoft Word, AutoCAD, Biotechnology, System administration","education, degree, bachelor, certification, associate","plus years, (3) years, (5) years, (7) years",N/A,$81K - $121K (Glassdoor est.)
Software Developer (Hybrid),Arrowhead Central Credit Union,"Rancho Cucamonga, CA","Computer science, CSS, Bootstrap, React, Web development","degree, education, bachelor, diploma","3 years, equivalent years",N/A,$39.55 - $59.33 Per Hour (Employer est.)
Junior Web Developer,Range Marketing,New York State,"Web design, Website maintenance, Adobe Photoshop, CSS, Bootstrap",N/A,N/A,N/A,$21.00 - $26.00 Per Hour (Employer est.)
Software Engineer(Front-End),Disney Entertainment & ESPN Technology,"New York, NY","Computer science, Node.js, React, JavaScript",N/A,"for years, 3+ years",N/A,$115K - $169K (Employer est.)
Junior Developer,Kingsley Management Corporation,"Provo, UT","Computer science, Databases, PHP, Analysis skills, Math",N/A,60 years,N/A,$19.00 Per Hour (Employer est.)
Software Developer,Luminize,"Spring Valley, CA","Jira, Computer science, Azure, React, Enterprise software","degree, bachelor",(3-5) years,N/A,$90K - $120K (Employer est.)
Technical Professional - Senior Technical Professional - DevOps,Halliburton,"Odessa, TX","DevOps, Continuous improvement","bachelor, degree, education, associate",N/A,N/A,$70K - $122K (Glassdoor est.)
Software Engineer,CLEAR - Corporate,"Austin, TX","Data modeling, Node.js, React, Kubernetes, AWS","degree, education, graduate",N/A,N/A,N/A
Jr. Software Developer,Nova Dynamics,"Philomath, OR","Node.js, CSS, Writing skills, R, C++",degree,N/A,N/A,$85K (Employer est.)
Junior Full Stack Developer,Saporis Engineering LLC,"New York, NY","Azure, Oracle, Web development, DevOps, .NET Core","degree, bachelor",2 years,N/A,$40.00 - $50.00 Per Hour (Employer est.)
Junior Software Developer,Delmarva Digital,"Laurel, DE","Analysis skills, Software development, Communication skills",education,N/A,N/A,N/A
Full Stack Developer,HR HealthCare,"York, PA","CI/CD, Power BI, Azure, CSS, React",N/A,5+ years,N/A,$53K - $95K (Glassdoor est.)
Junior Software Developer,Westfalia Technologies Inc,"York, PA","Spanish, Computer science, Software troubleshooting, DevOps, C#",N/A,5+ years,N/A,$45K - $75K (Glassdoor est.)
"AI/ML Software Developer Intermediate (Software Engineering, Senior Analyst)",The MIL Corporation,"Lexington Park, MD","Windows, DoD experience, OS Kernels, C++, C","master, education, degree, bachelor, certification","5 years, 2 years",N/A,$90K - $140K (Employer est.)
Software Assurance/Formal Methods Developer,Johns Hopkins Applied Physics Laboratory (APL),"Laurel, MD","Rust, Writing skills, Encryption, Java, Analysis skills","master, ph.d, education, bachelor, certification","7+ years, 4+ years",N/A,$90K - $230K (Employer est.)
Database Developer,"Payactiv, Inc.","Milpitas, CA","Performance tuning, Azure, Management, Database development, Relational databases","master, ph.d, education, bachelor, certification","7+ years, 4+ years",N/A,$175K - $195K (Employer est.)
"Research Software Developer, Airspace Simulation Systems","Analytical Mechanics Associates, Inc.","Hampton, VA","Jira, Computer science, TCP, Node.js, Data structures",associate,"5 years, 60 years",N/A,$90K - $136K (Glassdoor est.)
Software Developer,Luxoft,"New York, NY","Computer science, Git, English, C++, C",associate,"5 years, 60 years",N/A,$110K (Employer est.)
Backend Software Engineer - AI Trainer,DataAnnotation,"Rochester, NY","Writing skills, C#, English, SQL, C++","degree, bachelor",N/A,N/A,$40.00 Per Hour (Employer est.)
Front-End Developer,Nomad eCommerce,"Belleville, IL","Web accessibility, CI/CD, CSS, React, Web development",N/A,"(5+ years, 5+ years",mid level,$70K - $100K (Employer est.)
Embedded Security Software Engineer II - Gskit,Raytheon,"Tucson, AZ","Management, Kanban, FPGA, Configuration management, C++",N/A,"(5+ years, 5+ years",mid level,$66K - $130K (Employer est.)
ReactJS Software Developer,Venuiti,"Washington, DC","Jira, CI/CD, Ant, CSS, Bootstrap",N/A,N/A,N/A,$80K - $120K (Employer est.)
BIM Software Developer,MODERN,"Cedar Rapids, IA","AutoCAD, Software troubleshooting, NavisWorks, C#, Revit",N/A,N/A,N/A,$67K - $94K (Glassdoor est.)
Software Engineer Co-Op,CALERO,"Rochester, NY","ASP.NET, CSS, React, Relational databases, C#","degree, b.s.",N/A,N/A,$26.00 - $30.00 Per Hour (Employer est.)
Software Developer,Acuative Corporation,"Strongsville, OH","ASP.NET, Computer science, MVC, Management, CSS","certification, degree, bachelor","4+ years, 35 years",N/A,$73K - $103K (Glassdoor est.)
Senior Mobile Developer,Ceresti Health,"Norwell, MA","Computer science, Management, Mobile applications, Data structures, iOS","degree, education","2+ years, 3+ years",N/A,$145K (Employer est.)
Associate Software Developer (5758),MetroStar,"Reston, VA","ASP.NET, MVC, .NET Core, C#, Microsoft SQL Server","degree, associate","4-6 years, 0-3 years",N/A,$76K - $97K (Glassdoor est.)
Software Developer,Metropolitan Companies,"Wyomissing, PA","Azure, CSS, React, J2EE, Java","degree, associate","4-6 years, 0-3 years",N/A,$61K - $100K (Glassdoor est.)
Digital Signal Processing (DSP) Software Developer II (Onsite),Raytheon,"Aurora, CO","CI/CD, Go, Signal processing, C++, Signals intelligence","associate, degree, education, bachelor","100 years, 2 years",N/A,$66K - $130K (Employer est.)
SENIOR SOFTWARE DEVELOPMENT ENGINEER,UNITED PARCEL SERVICE,"Alpharetta, GA","Web development, Java, OOP, Analysis skills, REST",N/A,N/A,N/A,$130K - $164K (Glassdoor est.)
Software Engineer,SLPT Global Pump Group,"Warren, MI","Jira, Data structures, Git, English, C++","master, degree, bachelor","2+ years, 3 years",N/A,$80K - $110K (Employer est.)
Software Engineer IV- Oracle HCM Developer,SPECTRUM,"Saint Louis, MO","Computer science, Oracle, English, Application development, SQL",education,2-4+ years,N/A,$95K - $124K (Glassdoor est.)
Sr. Azure Middleware Developer - Software Engineer,Subaru of America,"Camden, NJ","CI/CD, Azure, Software troubleshooting, DevOps, C#","degree, education","6 years, 4 years",N/A,$83K - $130K (Employer est.)
"Senior Embedded Systems Engineer (In-Office, No Remote Work)",ProdataKey,"Draper, UT","Computer science, Soldering, Data structures, Encryption, Firmware","master, degree, education, bachelor","4-10+ years, nine years",N/A,$125K (Employer est.)
.NET Developer,RMS,"Burbank, CA","ASP.NET, Computer science, CSS, Software troubleshooting, React",N/A,2 years,N/A,$75K - $100K (Employer est.)
Software Developer,Oracle,United States,"Computer science, TCP, Cloud infrastructure, Azure, Oracle","degree, associate",6+ years,N/A,N/A
React.js and Next.js Developer,JPS Tech Solutions LLC,"Dallas, TX","React, JavaScript","degree, associate",6+ years,N/A,$60.65 - $64.06 Per Hour (Employer est.)
Software Engineer III/SSIS and SSRS Developer,Horace Mann,"Springfield, IL","Data modeling, Relational databases, C#, Microsoft SQL Server, SSRS","degree, associate",6+ years,N/A,$84K - $124K (Employer est.)
Software Developer,ASRC Federal,"Egg Harbor Township, NJ","Computer science, TCP, Oracle, Management, Software troubleshooting","master, doctor, education, degree, bachelor, phd, associate","3 years, (20) years, (16) years, (6) years",N/A,$63K - $98K (Glassdoor est.)
Software Developer,The Grace Company,"West Jordan, UT","Computer science, Software troubleshooting, React, Mobile applications, Git","master, doctor, education, degree, bachelor, phd, associate","3 years, (20) years, (16) years, (6) years",N/A,$70K - $90K (Employer est.)
Software Developer,"Pete Lien & Sons, Inc","Rapid City, SD","CI/CD, Performance tuning, Power BI, Azure, Oracle",certification,80 years,N/A,$105K - $125K (Employer est.)
"CNC Lathe Programmer, Set-up and Operation",Turbo Machined Products,"Frankfort, NY","Mazatrol, CNC lathe, Calipers, Micrometer, Manufacturing","master, education",5 years,N/A,$18.00 - $22.00 Per Hour (Employer est.)
SAP Programmer,Harry and David,"Westerville, OH","Computer science, Software troubleshooting, XML, Writing skills, ERP systems",degree,N/A,N/A,$100K (Employer est.)
Software Developer RAK708,Sabree Software Services,"Herndon, VA","ASP.NET, Java, PHP, JavaScript, Perl",degree,N/A,N/A,N/A
Junior Java Geolocation Developer,Nissint Technologies Llc,"Hanover, MD","Jira, Gradle, Kubernetes, Git, Java",N/A,3 years,N/A,$118K - $150K (Employer est.)
Software Developer - ON SITE,Pagus.io LLC,"Holbrook, NY","XML, MongoDB, Ubuntu, Ruby, Linux",N/A,20 years,N/A,$100K (Employer est.)
Database Developer - AI Trainer,DataAnnotation,"Erie, PA","Writing skills, C#, English, SQL, C++","degree, bachelor",N/A,N/A,$40.00 Per Hour (Employer est.)
Sr Director Software Engineering (Salesforce),"The Travelers Companies, Inc.","Atlanta, GA","Salesforce, Leadership, Communication skills, Teaching","degree, education, bachelor","160 years, five years, seven years, two years",N/A,$150K - $247K (Employer est.)
Software Developer with PHP+PrestoSQL+JS expertise,Sigma Group,"San Francisco, CA","CI/CD, Computer science, Git, PHP, JavaScript","degree, education, bachelor","160 years, five years, seven years, two years",N/A,$80K - $250K (Employer est.)
AWS Cloud Native Software Application Developer,MVK TECH,"Atlanta, GA","CI/CD, Computer science, Kubernetes, XML, DevOps","degree, education, bachelor","160 years, five years, seven years, two years",N/A,$65.00 - $71.00 Per Hour (Employer est.)
Senior Oracle PL / SQL Developer,Uline,"Pleasant Prairie, WI","Oracle, Software troubleshooting, Oracle EBS, SQL, PL/SQL","degree, education, bachelor",10+ years,N/A,$96K - $148K (Employer est.)
Junior Oracle E-Business Suite (EBS) Developer,Johns Hopkins Applied Physics Laboratory (APL),"Laurel, MD","Performance tuning, Oracle, XML, Customer service, Oracle EBS","degree, education, bachelor","3+ years, consecutive years, 1+ years",N/A,$90K - $230K (Employer est.)
Web Developer II,Spargo Inc,"Fairfax, VA","ASP.NET, Node.js, CSS, Software troubleshooting, React","degree, bachelor","2+ years, 3+ years",N/A,$80K - $100K (Employer est.)
Oracle Developer,YSI,"Warrior, AL","Oracle, Application development, Databases, SQL, Software development",N/A,"10 years, 10+ years, 8 years",N/A,$100K - $101K (Employer est.)
Application Developer,Leidos,"San Antonio, TX","Jira, CI/CD, Knowledge management, Elasticsearch, Management","master, education, degree, bachelor, certification","6+ years, additional years, 8+ years",N/A,$105K - $189K (Employer est.)
Full Stack React Python Developer,FixedOPS Marketing,"Seattle, WA","React, DevOps, Git, Responsive web design, AWS","degree, bachelor",3+ years,N/A,$125K (Employer est.)
"Software Developer, Assoc",Southern Farm Bureau Casualty,"Ridgeland, MS","Computer science, Software troubleshooting","bachelor, education, associate",N/A,entry level,N/A
D365 Developer,Nucor Business Technology,"Cincinnati, OH","C#, Microsoft SQL Server, SQL, Software development, Unit testing","certification, degree, education, bachelor",5 years,N/A,$55K - $81K (Glassdoor est.)
Mid-level .Net Developer ( NJ PA CO MI IN ),CobbleStone Software,"Clementon, NJ","ASP.NET, MVC, CSS, Writing skills, C#",degree,"1 years, 3 years",N/A,$60K - $85K (Employer est.)
Software Developer,Ascend Federal Credit Union,"Murfreesboro, TN","Computer science, Azure, CSS, JUnit, XML","master, degree, education, bachelor","8-10 years, 3-5 years, 5-8 years",N/A,$60K - $87K (Glassdoor est.)
Full Stack .NET Software Developer,TruAbutment Inc.,"Irvine, CA","Bilingual, Computer science, Azure, ERP systems, Microsoft SQL Server","degree, education, bachelor",5 years,N/A,$60K - $90K (Employer est.)
Front End Web Developer (React),DTN,Remote,"CI/CD, Node.js, CSS, React, Bamboo",education,2+ years,N/A,$83K - $110K (Employer est.)
SAP Software Developer,Y12,"Oak Ridge, TN","CI/CD, MVC, Management, CSS, React","master, education, degree, bachelor, associate","2 years, 8+ years",N/A,$63K - $101K (Glassdoor est.)
Software Engineer,Microsoft,"Mountain View, CA","Computer science, C#, Java, C++, C","degree, bachelor",N/A,N/A,$82K - $175K (Employer est.)
Software Developer I .NET,Lynden Incorporated,"Seatac, WA","CI/CD, DevOps, Git, Research, .NET","degree, bachelor","2 years, with years, 40 years",N/A,$82K - $110K (Employer est.)
Software Engineer (Backend) - Evergreen,Rekuten Global,"San Mateo, CA","CI/CD, Computer science, Go, Node.js, React",b.s.,"2+ years, 1+ years",N/A,$96K - $164K (Employer est.)
Software Engineer,JPMorganChase,"Plano, TX","Computer science, Oracle, Node.js, CSS, JUnit",b.s.,"2+ years, 1+ years",N/A,$94K - $136K (Glassdoor est.)
Software Manager (2020 Insight - Manufacturing),"Wisenbaker Builder Services, Inc.","Houston, TX","Management, ERP systems, Java, C++, Scrum",N/A,3+ years,N/A,$112K - $169K (Glassdoor est.)
C# Developer,Reynolds and Reynolds,"Andover, MA","C#, iOS, .NET, Linux, Leadership","degree, bachelor",3+ years,N/A,$85K - $90K (Employer est.)
Application Support Developer,Buc-ee's,"Lake Jackson, TX","Microsoft Windows Server, JBoss, Computer science, Microsoft Excel, CSS","degree, bachelor",2+ years,N/A,$65K - $97K (Glassdoor est.)
Software Developer - Web,Uline,"Pleasant Prairie, WI","MVC, Cassandra, Web development, Relational databases, C#","degree, education, bachelor",2+ years,N/A,$80K - $119K (Employer est.)
Senior Software Engineer (SAP Commerce / Hybris),Universal Orlando,"Orlando, FL","Hybris, SAP, Software development","degree, education, bachelor","5+ years, 3+ years",N/A,$74K - $135K (Glassdoor est.)
Software Engineer,Bushel,United States,"React, C#, Java, Angular, APIs",N/A,"2+ years, 1+ years",N/A,$75K - $90K (Employer est.)
25-2024: Backend Software Developer,Navitas,"Herndon, VA","CI/CD, Azure, JUnit, Kubernetes, Relational databases",N/A,3+ years,N/A,$66K - $117K (Glassdoor est.)
"Software Engineer, Digital Experience",Tesla,"Fremont, CA","Computer science, Data modeling, Go, Machine learning, Natural language processing",N/A,3+ years,N/A,$133K - $200K (Employer est.)
Software Engr II,Honeywell,"Santa Clara, CA","Controlling experience, Schematics, Programmable logic controllers, Communication skills","degree, bachelor",2 years,N/A,$109K - $178K (Glassdoor est.)
Software Developer,"COMPETENT SYSTEMS, INC","Alpharetta, GA","MVC, JUnit, XML, Test-driven development, J2EE",bachelor,"2 years, 3+ years",N/A,$80K (Employer est.)
Software Engineer II - Frontend,kraken,United States,"Web analytics, React, Google Tag Manager, Attribution modeling, JavaScript",education,4+ years,N/A,$110K - $176K (Employer est.)
Front-End Developer- AI Trainer,DataAnnotation,"Reading, PA","Writing skills, C#, English, SQL, C++","degree, bachelor",N/A,N/A,$40.00 Per Hour (Employer est.)
Senior Software Developer - Java,Uline,"Waukegan, IL","CI/CD, XML, Git, Java, Microservices","degree, bachelor",N/A,N/A,$96K - $148K (Employer est.)
Computing & Software Systems Engineer (TDD ArchSS),CRL Technologies,"Lexington Park, MD","Test-driven development, Math, Systems engineering","associate, degree, education, bachelor","(4) years, (6) years",N/A,N/A
Software Engineer,Santa Barbara Infrared,"Santa Barbara, CA","Computer science, Software troubleshooting, Relational databases, C#, Microsoft SQL Server","associate, degree, education, bachelor","(4) years, (6) years",N/A,$130K - $160K (Employer est.)
Java Full Stack Developer- Entry Level,"Hemma Systems, Inc",United States,"CI/CD, CSS, Software troubleshooting, React, Git","degree, bachelor",N/A,N/A,$80K - $150K (Employer est.)
Principal Java Software Developer (Onsite),Raytheon,"Richardson, TX","Jira, CI/CD, SAFe, JUnit, Kubernetes","degree, bachelor",N/A,N/A,$101K - $203K (Employer est.)
PeopleSoft Software Developer IV,SOSi,"Charleston, SC","Jira, Computer science, Oracle, Analysis skills, PeopleSoft",degree,seven years,N/A,$99K - $140K (Glassdoor est.)
Principal Embedded Security Software Eng - Gskit,Raytheon,"Tucson, AZ","Management, Kanban, FPGA, Configuration management, C++","bachelor, degree, education, associate","100 years, 8 years",N/A,$101K - $203K (Employer est.)
Full Stack Software Developer,Veeva Systems,"Philadelphia, PA","React, Relational databases, Git, Java, Databases",certification,"5+ years, 3+ years",N/A,$85K - $130K (Employer est.)
Sr. Azure Middleware Developer - Software Engineer,Subaru of America,"Camden, NJ","CI/CD, Azure, Software troubleshooting, DevOps, C#",certification,"5+ years, 3+ years",N/A,$83K - $130K (Employer est.)
Software Developer,Marten Transport,"Mondovi, WI","Computer science, SQL, Software development","degree, bachelor",N/A,N/A,N/A
API Developer - AI Trainer,DataAnnotation,Remote,"Writing skills, C#, English, SQL, C++","degree, bachelor",N/A,N/A,$40.00 Per Hour (Employer est.)
"Engineer, Simulator Software",Constellation Energy,"Middletown, PA","Data structures, Configuration management, Git, Windows, Fortran","degree, education, bachelor","2 years, 6 years, 7+ years, 9 years, 5 years","mid level, mid-level, senior level",$121K - $134K (Employer est.)
"Mechanical Engr, Senior, Firmware and Controls",Raytheon,"Tucson, AZ","MATLAB, FPGA, Data analysis skills, Firmware, Git","education, degree, b.s., associate",6 years,N/A,$82K - $164K (Employer est.)
Junior Power Platform Developer,General Dynamics Information Technology,"Macdill AFB, FL","Computer science, Power BI, Azure, Management, Software troubleshooting","certification, degree, education, bachelor","+ years, 1+ years",N/A,$72K - $98K (Employer est.)
Angular Developer,"Stefanini, Inc","Dearborn, MI","Jira, CI/CD, Typography, Cloud infrastructure, CSS",N/A,N/A,N/A,$69.00 - $74.00 Per Hour (Employer est.)
