Job Title,Company,Location,Skills,Education,Experience,Job Level,Salary
Front-End Developer- AI Trainer,DataAnnotation,"Allentown, PA","Writing skills, C#, English, SQL, C++, JavaScript, Swift, AI, Grammar Experience, Python, HTML",Bachelor's degree,N/A,Mid-level,From $40 an hour
Software Developer,Luxoft,"New York, NY","Computer science, Computer Science, Git, English, Bash, C++, C, Computer Engineering, Software development, Python, Shell Scripting, SDLC",Bachelor's degree,1 year,Entry level,"$110,000 a year"
Software Engineer,Adobe,"Lehi, UT","Computer science, Azure, Computer Science, CSS, React, AWS, JavaScript, Front-end development, Communication skills, HTML",Bachelor's degree,3 years,Mid-level,"$113,400 - $206,300 a year"
Associate Software Engineer,WEX Inc.,"Portland, ME","CI/CD, Computer science, Cloud infrastructure, Azure, Go, Computer Science, Software Engineering, Kubernetes, Java, AWS, C++, Docker, C, Machine learning, AI, Communication skills, Python",Bachelor's degree,N/A,Entry level,"$68,000 - $90,000 a year"
Java Full Stack Developer- Entry Level,"Hemma Systems, Inc",United States,"Spring Boot, CI/CD, Computer Science, CSS, Software troubleshooting, React, RESTful API, Full-stack development, Git, No experience needed, Java, Databases, SQL, JavaScript, PostgreSQL, REST, Angular, Software development, Unit testing, Communication skills, Spring, HTML, Hibernate, MySQL, Information Technology",Bachelor's degree,"1 year, Under 1 year",Entry level,"$80,000 - $150,000 a year"
App Engineer - AI Trainer,DataAnnotation,Remote,"Writing skills, C#, English, SQL, C++, JavaScript, Swift, AI, Grammar Experience, Python, HTML",Bachelor's degree,N/A,Mid-level,From $40 an hour
Software Engineer,Capgemini,"Waukesha, WI",N/A,N/A,N/A,N/A,$30.05 - $46.95 an hour
Software Engineer,UKG,"Lowell, MA",N/A,N/A,N/A,N/A,"$86,100 - $123,800 a year"
Front-End Developer,Nomad eCommerce,"Belleville, IL","Web accessibility, CI/CD, CSS, React, Web development, DevOps, Git, SQL, JavaScript, ECMAScript, REST, SEO, UX, Organizational skills, WCAG, APIs, Front-end development, UI, Vue.js, Communication skills, HTML",N/A,5 years,Senior level,"$70,000 - $100,000 a year"
Web Developer I,The University of Alabama,Alabama,"Web accessibility, CI/CD, System administration, Node.js, CSS, React, WordPress, Web development, Social media management, Relational databases, Databases, SQL, PHP, Analysis skills, Project management, JavaScript, SASS, SEO, Angular, WCAG, GitHub, Agile, Less, SSH, Linux, JSON, Vue.js, Shell Scripting, jQuery, HTML, MySQL",Bachelor's degree,N/A,Entry level,"$48,600 - $60,800 a year"
Graduate RPA Developer (Entry Level),Blackbook.ai,Remote,"English, Communication skills",Bachelor's degree,N/A,Entry level,"$54,000 - $58,000 a year"
Software Engineer,Microsoft,"Mountain View, CA","Computer science, Law, Computer Science, C#, Java, C++, C, Machine learning, JavaScript, Data analytics, Data science, AI, Python",Bachelor's degree,N/A,Mid-level,"$81,900 - $174,600 a year"
Entry-level IT Developer (Mandarin),International Bank,"New York, NY","Mandarin, Oracle, Computer Science, Microsoft SQL Server, SQL, Analysis skills, Database management, PostgreSQL, Scripting, Communication skills, Banking, Python, PowerShell, Information Technology",Bachelor's degree,Under 1 year,Entry level,$34 - $40 an hour
Associate Cloud Software Engineer,Lenovo,"Morrisville, NC","Spring Boot, Azure, Computer Science, React, DevOps, Engineering, Data structures, Git, Google Cloud Platform, MongoDB, Java, OOP, AWS, Distributed systems, REST, Angular, Software development, Agile, Web services, Communication skills","Master's degree, Bachelor's degree",Under 1 year,Entry level,N/A
Software Engineer (Frontend) - Early in Career,Splunk,Colorado,"CI/CD, Backbone.js, Computer Science, CSS, Software Engineering, React, Big data, DevOps, Jest, Git, JavaScript, Product management, Splunk, Redux, Agile, TypeScript, Communication skills, jQuery","Master's degree, Bachelor's degree",Under 1 year,Entry level,"$119,200 - $163,900 a year"
Software Developer (Frontend),Healthcare Fraud Shield,United States,"ASP.NET, MVC, CSS, Visual Studio, C#, System design, Microsoft SQL Server, Git, .NET, SQL, JavaScript, Software development, Fraud prevention and detection, HTML",Bachelor's degree,3 years,Mid-level,N/A
"Software Developer, Associate",Atlas Van Lines,United States,N/A,N/A,N/A,N/A,N/A
Front end developer,TrekRecruit LLC,"Irving, TX","Project management, JavaScript, Angular, Organizational skills, Project leadership, Leadership, Communication skills, SDLC, Design patterns",N/A,4 years,Senior level,$50 - $55 an hour
Entry Level Software Engineer,Amentum,"Fredericksburg, VA","Jira, DevOps, C#, Employment & labor law, Secret Clearance, Git, C++, Confluence, Software development, Agile, GitLab, SDLC",Bachelor's degree,N/A,Entry level,N/A
Developer,Northwestern University,"Evanston, IL","Node.js, Computer Science, CSS, Web development, Data structures, SQL, Analysis skills, JavaScript, PostgreSQL, GitHub, Mac OS, Linux, HTML, MySQL, Information Technology",Bachelor's degree,2 years,Mid-level,"$85,000 - $120,000 a year"
Web Developer I,Kirkwood Community College,"Cedar Rapids, IA","SSO, Computer science, Computer Science, Kubernetes, Web development, Customer service, Load balancing, C#, Microsoft SQL Server, Windows, .NET, Application development, SQL, PHP, Docker, JavaScript, Scripting, Organizational skills, Software development, Computer skills, Linux, GitLab, Communication skills, PowerShell","Bachelor's degree, Associate's degree",2 years,Mid-level,"$66,198 a year"
"Software Engineer, Entry",Amentum,"Kennedy Space Center, FL","Oracle, Software troubleshooting, XML, UNIX, Windows, Java, SQL, C++, PostgreSQL, Scripting, Linux, Communication skills, HTML, Information Technology",Bachelor's degree,N/A,Entry level,N/A
IT Developer,PGM TEK,"New York, NY","Oracle, Computer Science, Microsoft SQL Server, SQL, Analysis skills, Database management, PostgreSQL, Scripting, Chinese, Communication skills, Banking, Python, PowerShell, Information Technology","Master's degree, Bachelor's degree, Associate's degree","1 year, 2 years, Under 1 year",Entry level,$40 - $45 an hour
Software Engineer I,Expeed Software,"Worthington, OH","ASP.NET, Computer science, Azure, Computer Science, C#, JavaScript, Angular",Master's degree,Under 1 year,Entry level,N/A
Software Developer,Vertical Bridge Management Llc,"Boca Raton, FL","Computer science, Azure, Computer Science, CSS, DevOps, .NET Core, C#, Microsoft SQL Server, OOP, Analysis skills, JavaScript, Angular, APIs, Agile, TypeScript, Communication skills, HTML, SDLC",Bachelor's degree,N/A,Mid-level,N/A
Full Stack Developer,Rethink,"New York, NY","MVC, CSS, Mobile applications, .NET Core, C#, Microsoft SQL Server, .NET, SQL, JavaScript, Angular, TypeScript, HTML, Design patterns",N/A,N/A,Mid-level,$50 - $60 an hour
"Software Engineer/Programmer (Javascript, React, Redux, Node JS and AWS in an Agile Development)",Corelleaf Design Studio,"Milan, IL","CI/CD, Node.js, Computer Science, Software troubleshooting, React, System design, Test-driven development, SOX, AWS, JavaScript, Continuous integration, Redux, Software development, Agile, IT, Jenkins, Communication skills, Information Technology",Bachelor's degree,1 year,Entry level,$55 - $57 an hour
Software Engineer,Allstate,Illinois,"Spring Boot, CI/CD, Authentication, Management, Gradle, RESTful API, Git, MongoDB, Java, Microservices, Distributed systems, Continuous integration, REST, APIs, Agile, Kafka, Maven, Jenkins, Python, Spring",N/A,3 years,Mid-level,"$66,800 - $120,650 a year"
Junior Software Developer,"Na Ali'i Consulting & Sales, LLC.","Arlington, VA","Jira, Oracle, Data analysis skills, Visio, Microsoft Office, SQL, PeopleSoft, Communication skills, Time management",Bachelor's degree,N/A,Entry level,N/A
Jr. Software Developer,Nova Dynamics,"Philomath, OR",N/A,N/A,N/A,N/A,"$85,000 a year"
Software Engineer I/II IT Cloud M365 (Entry Level),General Dynamics Electric Boat,"Groton, CT","Computer science, Software Engineering, Computer Engineering, Scripting, ServiceNow, Python, PowerShell","Bachelor of Science, Bachelor's degree",Under 1 year,Entry level,N/A
Entry Level Software Developer,Property Matrix,"Culver City, CA","Computer Science, CSS, Software troubleshooting, React, Web development, Selenium, Research, Java, SQL, Ruby on Rails, JavaScript, Computer Engineering, Communication skills, Python, HTML",Bachelor's degree,N/A,Entry level,"$50,000 - $80,000 a year"
Software Developer 1 (Hybrid/Remote Opportunity),Stanford University,"Stanford, CA","Full-stack development, AI",Bachelor's degree,3 years,Mid-level,"$86,180 - $129,259 a year"
Programmer II,William & Mary,"Williamsburg, VA","CRM software, Computer science, Computer Science, Software troubleshooting, Relational databases, C#, Java, Databases, SQL, PHP, OOP, JavaScript, Alignment, Organizational skills, IT, Systems analysis, Operations, Communication skills, Information Technology","Master's degree, Bachelor's degree",1 year,Mid-level,"$70,000 - $80,000 a year"
Cloud Software Engineer,Stanford Health Care,"Newark, CA","Web design, CI/CD, AJAX, Azure, Information Science, CSS, Software Engineering, React, Full-stack development, Software deployment, DevOps, Data structures, Git, Responsive web design, Algorithms, AWS, JavaScript, Terraform, ECMAScript, Angular, Construction, JSON, Unit testing, jQuery, HTML, Design patterns",Bachelor's degree,2 years,Mid-level,$64.58 - $85.57 an hour
No Code (Low Code) Developer role (Full-Time),VELOZ IT SOLUTIONS LLC,Remote,"Software Engineering, Management Information Systems, Enterprise software, Salesforce, Mobile applications, JavaScript, Communication skills, Information management","Bachelor of Science, Bachelor's degree",1 year,Mid-level,"$130,000 - $170,000 a year"
Software Developer,Thrive,"Louisville, KY",N/A,N/A,N/A,Mid-level,N/A
Software Developer 2,State of Montana,Montana,"JBoss, Oracle, Computer Science, Software troubleshooting, XML, Microsoft SQL Server, SQL, JavaScript, REST, UX, Scrum, ServiceNow, Agile, IT, Web services, JSON, GitLab, jQuery, HTML, Information Technology",Bachelor's degree,2 years,Mid-level,$38.36 - $39.54 an hour
Cloud Application Developer - AI Trainer,DataAnnotation,Remote,N/A,N/A,N/A,N/A,From $40 an hour
Front-End Developer,Jacobi Robotics,Remote,"Web design, React, Web development, English, Redux, Graphic Design, Software development, Figma, Leadership, TypeScript",N/A,"5 years, 3 years",Entry level,$20 - $40 an hour
Software Engineer,University of Wisconsin–Madison,"Madison, WI","Statistics, Azure, CSS, DevOps, Data structures, Business analysis, System design, Microsoft SQL Server, Git, Information Systems, .NET, Application development, SQL, Database design, JavaScript, Organizational skills, IT, JSON, GitLab, Communication skills, jQuery, HTML",Bachelor's degree,1 year,Senior level,"$80,000 - $100,000 a year"
Software Developer - Meridian,Idaho Central Credit Union,"Meridian, ID","Node.js, Computer Science, React, RESTful API, XML, C#, Java, Application development, Microservices, SQL, C++, Docker, C, JavaScript, REST, Angular, Computer Information Systems, Software development, Agile, JSON, Swift, Groovy, Python, HTML",Bachelor's degree,1 year,Mid-level,N/A
Software Developer,Intone Networks,"Albany, NY",N/A,N/A,N/A,Mid-level,N/A
Junior Front-End Developer,Law Firm Development,"Valley Stream, NY","Web accessibility, Web design, SFTP, Website maintenance, Tailwind CSS, Management, CSS, Bootstrap, Web development, Git, Responsive web design, DigitalOcean, JavaScript, SEO, GitHub, Front-end development, Google Search Console, Linux, Google Analytics, HTML",Associate's degree,2 years,Mid-level,$25 - $35 an hour
Software Engineer,Lowe's,"Charlotte, NC","Spring Boot, CI/CD, Computer science, Computer Science, React, Sales, Software deployment, DevOps, Java, Microservices, BDD, Organizational skills, Computer Information Systems, Software development, APIs, Agile, UI, Middleware, SDLC",Bachelor's degree,2 years,Mid-level,"$75,300 - $143,100 a year"
Software Engineer II (Remote),KLDiscovery,United States,"ASP.NET Core, Computer Science, CSS, Writing skills, C#, Windows, Docker, PostgreSQL, Angular, ISO 27001, Linux, Research data collection, TypeScript, HTML","Bachelor of Science, Bachelor's degree",N/A,Mid-level,"$85,000 - $110,000 a year"
Software Engineer-IT Manufacturing,Ford Motor Company,"Dearborn, MI","Spring Boot, CI/CD, Management, Computer Science, Management Information Systems, RESTful API, XML, Full-stack development, Test-driven development, Java, SOAP, Analysis skills, JavaScript, REST, Computer Engineering, Angular, Software development, GitHub, Agile, IT, Service-oriented architecture, TypeScript, Design patterns",Bachelor's degree,2 years,Mid-level,N/A
Java Developer,Intone Networks,"Charlotte, NC",N/A,N/A,N/A,N/A,$62 an hour
Junior Front-End Software Developer,"Modern Technology Solutions, Inc.","Wright-Patterson AFB, OH",N/A,N/A,N/A,N/A,"$100,000 - $160,000 a year"
React Developer with ONEAPP with Amex exp.,Ehub Global solution,"Phoenix, AZ",React,N/A,N/A,Mid-level,$50.53 - $55.87 an hour
No Code / Low Code Developer - 1555,Bhired,"Brooklyn, NY","Records management, Communication skills",N/A,N/A,Entry level,"$50,000 - $100,000 a year"
Software Developer,"Salem Media Group, Inc",United States,"CSS, React, E-commerce, JavaScript, Product management, REST, UX, GitHub, APIs, UI, GraphQL, GitLab, Product information management, Information management",N/A,N/A,Mid-level,"$90,000 - $105,000 a year"
Java Developer - W2 role,VIDUSHI INFOTECH,"Dallas, TX",N/A,N/A,N/A,N/A,$53.24 - $64.11 an hour
Software Developer,Spectrum,"Charlotte, NC","Computer science, Computer Science, Database management, Software development, IT, Cabling, Communication skills, Information Technology, Design patterns","Bachelor of Science, Bachelor's degree",3 years,Mid-level,N/A
Software Engineer (Remote),Frontdoor,United States,"CI/CD, Computer science, Go, Computer Science, Data structures, NoSQL, Git, .NET, Algorithms, SQL, AWS, Docker, Product development, Machine learning, Conflict management, Ruby, Agile, Electrical Engineering, Python, Design patterns","High school diploma or GED, Bachelor's degree",2 years,Mid-level,"$80,000 - $100,000 a year"
Junior Python Developer,CS Soft Solutions (I) PVT.LTD.,"Hartford, CT","Database management, Django, Flask, Python",N/A,Under 1 year,Entry level,"$84,873.31 - $102,213.02 a year"
Software Development Advisor,Intone Networks,Remote,N/A,N/A,1 year,Entry level,N/A
Software Engineer 2,"Garmin International, Inc.","Olathe, KS","Computer Science, C#, .NET, Java, JavaScript, Angular, Electrical Engineering, Operations",Bachelor's degree,1 year,Mid-level,N/A
Front-End Developer- AI Trainer,DataAnnotation,"Allentown, PA","Writing skills, C#, English, SQL, C++, JavaScript, Swift, AI, Grammar Experience, Python, HTML",Bachelor's degree,N/A,Mid-level,From $40 an hour
Conversion Developer I,Corelation Inc,California,"SQL, AI, Communication skills, Time management",N/A,1 year,Entry level,"$75,000 - $90,000 a year"
Software Engineer,Ford Motor Company,"Dearborn, MI",N/A,N/A,N/A,N/A,N/A
IT .Net/SQL Developer *RECENT UNDERGRAD GRADUATE* (GA758449),"Resource Management Associates, LLC","Atlanta, GA",".NET, SQL, Analysis skills, Software development",Bachelor's degree,N/A,Entry level,$32.50 an hour
Software Developer,Atlas Van Lines,United States,N/A,N/A,N/A,N/A,N/A
Software Developer I,"Interstates, Inc.","Sioux Falls, SD",N/A,N/A,N/A,N/A,N/A
Software Engineer,DonorView,"Marlborough, MA","ASP.NET, MVC, C#, Microsoft SQL Server, .NET, SQL, JavaScript, Scripting, Software development, SaaS, jQuery, T-SQL, Mobile marketing",N/A,5 years,Mid-level,"From $85,000 a year"
Junior Software Developer,Delmarva Digital,"Laurel, DE","Analysis skills, Software development, Communication skills",N/A,N/A,Entry level,N/A
Front End Developer,Neubus Inc,"Round Rock, TX","CI/CD, Authentication, UI development, Software troubleshooting, Kubernetes, Full-stack development, DevOps, Laravel, Git, MongoDB, Microservices, PHP, Docker, JavaScript, PostgreSQL, Distributed systems, Redis, RabbitMQ, APIs, JSON, Kafka, CodeIgniter, Vue.js, Debugging",N/A,2 years,Mid-level,"$65,000 - $85,000 a year"
Software Engineer - Marine,"Garmin International, Inc.","Olathe, KS","Computer Science, CSS, React, C#, Java, C++, C, Assembly language, Electrical Engineering, Operations",Bachelor's degree,1 year,Mid-level,N/A
"H5P Developer, contract, remote",Nectar Inc,Remote,N/A,N/A,N/A,N/A,$30 - $40 an hour
Frontend Software Engineer - AI Trainer,DataAnnotation,"Springfield, IL","Writing skills, C#, English, SQL, C++, JavaScript, Swift, AI, Grammar Experience, Python, HTML",Bachelor's degree,N/A,Mid-level,From $40 an hour
Jr .Net Developer,Expedite Technology Solutions,"Atlanta, GA","Computer science, Management, .NET, SQL, Analysis skills, Software development",Bachelor's degree,1 year,Entry level,$32.25 an hour
Junior .NET Developer,American business solutions inc,"Atlanta, GA","Computer science, Management, Visual Basic, .NET, SQL",Bachelor's degree,N/A,Entry level,$30 - $32 an hour
Web Developer - Part Time,Texas Tech University,"Lubbock, TX",N/A,N/A,N/A,N/A,$18.48 - $35.08 an hour
Software Developer/Programmer,Talentola,"Atlanta, GA","No experience needed, .NET, SQL, Analysis skills, Software development",Bachelor's degree,"3 years, 1 year, 2 years, Under 1 year",Entry level,$30 - $33 an hour
Entry Level Java Developer,"Antra, Inc","Sterling, VA","Azure, Computer Science, DevOps, Data structures, System design, NoSQL, Java, Application development, Algorithms, SQL, Database design, OOP, AWS, Network protocols, Agile, Maven, Multithreading, Jenkins, GitLab, Shell Scripting, Network security, SDLC, Design patterns",Bachelor's degree,Under 1 year,Entry level,"$63,000 - $70,000 a year"
Web Developer- Entry Level,Veugeler Creative,"Buford, GA","Web design, Adobe Dreamweaver, Website maintenance, Adobe Photoshop, CSS, WordPress, Web development, Responsive web design, PHP, JavaScript, Adobe XD, SEO, Front-end development, AI, Figma, Python, HTML",N/A,"1 year, Under 1 year",Entry level,"$35,000 - $40,000 a year"
Full Stack Developer (contract),BNY Mellon,"Pittsburgh, PA","Spring Boot, Java, NIST standards, ITIL, ISO 27000, Angular, IT, Financial services, Cybersecurity, Spring",N/A,3 years,Mid-level,$69.47 a day
Software Engineer/Developer II,University of Wisconsin System,"Kenosha, WI","Computer Science, Software troubleshooting, Data structures, System design, SQL, Project management, PeopleSoft, Computer networking, Software development, IT, Operations, Information Technology",Bachelor's degree,1 year,Mid-level,"$60,000 - $65,000 a year"
Java/Python Developer,Chuwa America,"Parsippany-Troy Hills, NJ","CI/CD, Computer Science, CSS, DevOps, Java, AWS, JavaScript, Terraform, Angular, Software development, APIs, Jenkins, Communication skills, Python, HTML, AWS Lambda",Bachelor's degree,"7 years, 8 years, 9 years",Senior level,$55 - $60 an hour
Entry Level Developer,Hero Facility Services,"Melbourne, FL",N/A,N/A,N/A,N/A,"$50,000 - $60,000 a year"
Junior Developer,C5T Corporation,"Scott AFB, IL","Microsoft Powerpoint, Microsoft Word, Microsoft Excel, Software troubleshooting, Web development, Windows, Microsoft Office, Supervising experience, Software development, Leadership, Communication skills",Bachelor's degree,N/A,Entry level,"$60,000 - $70,000 a year"
Infrastructure Software Developer - Junior Level,Moffatt & Nichol,"Long Beach, CA",N/A,N/A,N/A,N/A,$37 - $43 an hour
Python Developer,Intone Networks,"Malvern, PA",Python,N/A,N/A,Entry level,N/A
Python Developer- AI,Intone Networks,Florida,"Law, NumPy, Pandas, Flask, AI, Python",N/A,4 years,Mid-level,N/A
Software Developer I .NET,Lynden Incorporated,"SeaTac, WA","CI/CD, DevOps, Git, Research, .NET, Project management, Continuous integration, Software development, Telerik, Jenkins, Debugging",Bachelor's degree,2 years,Mid-level,"$82,000 - $110,000 a year"
Jr. Software Developer,WinShape Foundation,"Rome, GA","Azure, Computer Science, CSS, React, C#, Git, .NET, SQL, Bootcamp, JavaScript, Software development, APIs, Agile, IT, Vue.js, TypeScript, Communication skills",Bachelor's degree,N/A,Entry level,N/A
IT Application Developer I (DVR #10185),State of New Mexico,"Albuquerque, NM","ArcGIS, Computer Science, CSS, Management Information Systems, WordPress, Relational databases, C#, .NET, Java, PHP, C++, Ruby on Rails, PeopleSoft, JavaScript, SharePoint, Joomla, Editing, HTML, Information Technology",Associate's degree,2 years,Entry level,$29.66 - $47.46 an hour
Frontend Maintenance Developer - Entry Level,DynamiX,"Kennesaw, GA","Adobe Photoshop, CSS, Test automation, Git, Responsive web design, PHP, JavaScript, Vue.js, Figma, HTML",N/A,Under 1 year,Entry level,"$50,000 - $60,000 a year"
Full Stack Developer,Intone Networks,"Atlanta, GA",N/A,N/A,N/A,Mid-level,$60 an hour
Full Stack Developer I,Raytheon Technologies Corporate Headquarters,"Cambridge, MA","Computer Science, Encryption, Java, Computer Engineering, Python","Bachelor of Science, Bachelor's degree",N/A,Mid-level,"$62,000 - $118,000 a year"
.Net/Software Developer,Intone Networks,"Saint Paul, MN",.NET,N/A,N/A,Mid-level,N/A
Front End Developer,Career Vest,"North Chicago, IL","Adobe Photoshop, Computer science, Computer Science, CSS, Software deployment, Analysis skills, JavaScript, Wireframing, SEO, Front-end development, Hindi, jQuery, Debugging, HTML","Bachelor of Science, Master's degree, Bachelor's degree","3 years, 1 year, 2 years",Mid-level,"$85,000 - $95,000 a year"
