Job Title,Company,Location,Skills,Education,Experience,Job Level,Salary,salary_min,salary_max,salary_avg,salary_type,salary_standardized,state,standardized_title,education_level,experience_level,job_level
Senior Software Engineer,Mastercard,"O Fallon, MO","DB2, Information security, Java, Microservices, Distributed systems",master,,Senior level,$115K - $184K (Employer est.),115000.0,184000.0,149500.0,yearly,149500.0,MO,Software Engineer,3,,3
Database DevOps Engineer,Lender Price,Remote,"CI/CD, Gradle, Ansible, DevOps, Git",,3 years,senior level,$101K - $108K (Employer est.),101000.0,108000.0,104500.0,yearly,104500.0,Remote,DevOps/SRE,,2,3
"Senior Software Engineer, Digital Vehicle Marketplace",Credit Acceptance,Remote,"AJAX, Data modeling, JUnit, Waterfall, DevOps","education, associate, degree, certification, bachelor","3 years, 5 years",Senior level,$130K - $191K (Employer est.),130000.0,191000.0,160500.0,yearly,160500.0,Remote,Software Engineer,2,2,3
Robot & PLC Programmer,DYCO INC,"Bloomsburg, PA","Mechanical engineering, Mechanical design, Fanuc, Electrical engineering, Microsoft Office",b.s.,,entry level,$68K - $104K (Glassdoor est.),68000.0,104000.0,86000.0,yearly,86000.0,PA,Programmer,2,,1
Senior Software Engineer (Front-End),Carbon Robotics,"Seattle, WA","Software troubleshooting, React, Machine learning, AI, TypeScript",doctor,5+ years,Senior level,$150K - $195K (Employer est.),150000.0,195000.0,172500.0,yearly,172500.0,WA,Software Engineer,,2,3
Software Developer - Web,Uline,"Pleasant Prairie, WI","MVC, Cassandra, Web development, Relational databases, C#","degree, education, bachelor",2+ years,,$80K - $119K (Employer est.),80000.0,119000.0,99500.0,yearly,99500.0,WI,Software Developer,2,1,
Full Stack Engineer,Apple,"Cupertino, CA","Node.js, CSS, React, Kubernetes, Software deployment",education,,,$122K - $215K (Employer est.),122000.0,215000.0,168500.0,yearly,168500.0,CA,Full Stack Developer,,,
Microgrid Automation Engineer III,G&W Electric,"Bolingbrook, IL","Microsoft Word, Pricing, Windows, Analysis skills, Organizational skills","degree, bachelor",7+ years,,$84K - $109K (Employer est.),84000.0,109000.0,96500.0,yearly,96500.0,IL,QA Engineer,2,3,
API-Workflow Developer,CobbleStone Software,"Lindenwold, NJ","Microsoft Powerpoint, Microsoft Word, ASP.NET, Microsoft Excel, MVC","degree, education","2 years, 3 years",,$45K - $55K (Employer est.),45000.0,55000.0,50000.0,yearly,50000.0,NJ,Other Engineering,,2,
PeopleSoft Software Developer IV,"One Zero Solutions, LLC","North Charleston, SC","Jira, Computer science, Oracle, Analysis skills, PeopleSoft","degree, certification, education","seven years, 7 years, 5 years",,$91K - $126K (Glassdoor est.),91000.0,126000.0,108500.0,yearly,108500.0,SC,Software Developer,,3,
.NET Software Engineer,Client Command,"Cumming, GA","CI/CD, Kanban, .NET Core, C#, .NET","degree, certification, education","seven years, 7 years, 5 years",,$93K - $124K (Glassdoor est.),93000.0,124000.0,108500.0,yearly,108500.0,GA,Software Engineer,,3,
"Research Software Developer, Airspace Simulation Systems","Analytical Mechanics Associates, Inc.","Hampton, VA","Jira, Computer science, TCP, Node.js, Data structures",associate,"60 years, 5 years",,$90K - $136K (Glassdoor est.),90000.0,136000.0,113000.0,yearly,113000.0,VA,Software Developer,1,4,
"Software Development Engineer, AWS Region Services","Amazon Development Center U.S., Inc.","Arlington, VA","Computer science, AWS, Mentoring, Software development, S3",associate,"60 years, 5 years",,$151K (Employer est.),151000.0,151000.0,151000.0,yearly,151000.0,VA,Other Engineering,1,4,
Software Engineer - Adobe,Costco Wholesale,"Seattle, WA","CI/CD, Google Docs, Oracle, Management, React","degree, bachelor","2 years, 1+ years",,$105K - $225K (Employer est.),105000.0,225000.0,165000.0,yearly,165000.0,WA,Software Engineer,2,1,
Cryptologic Computer Scientist 2,Leidos,"Odenton, MD","Top Secret Clearance, Computer science, Operating systems, Calculus, TS/SCI, Data structures, Research, Discrete math","Doctoral degree, Master's degree, Bachelor's degree, Associate's degree",2 years,Senior level,"$126,100 - $227,950 a year",126100.0,227950.0,177025.0,yearly,177025.0,MD,Computer Scientist,4,1,3
Mid-level Computer Scientist - FICA,Celestar Corporation,"Charlottesville, VA","Data mining, TS/SCI, Analysis skills, Machine learning",Bachelor's degree,6 years,Senior level,,,,,unknown,,VA,Computer Scientist,2,3,3
Senior-level Computer Scientist - FICA,Celestar Corporation,"Charlottesville, VA","Data mining, TS/SCI, Machine learning",Bachelor's degree,10 years,Senior level,,,,,unknown,,VA,Computer Scientist,2,4,3
Linguist Technical Research Scientist,Peraton,"Silver Spring, MD",,,,,"$112,000 - $179,000 a year",112000.0,179000.0,145500.0,yearly,145500.0,MD,Research Scientist,,,
Summer Associate- HHX,Howard Hughes,"The Woodlands, TX","TensorFlow, Computer Science, PyTorch, Git, Analysis skills, Machine learning, Software development, AI, Machine learning frameworks, Communication skills, Data Science",,,Entry level,,,,,unknown,,TX,Other,,,1
Senior Research Scientist - Software Defined Radio,Peraton,"College Park, MD","Machine learning, 4G/LTE","Doctoral degree, Bachelor of Science, Master's degree, Bachelor's degree, Doctor of Philosophy",3 years,Senior level,"$146,000 - $234,000 a year",146000.0,234000.0,190000.0,yearly,190000.0,MD,Research Scientist,4,2,3
Advanced AI Research Scientist Manager,Accenture,"Mountain View, CA",,,,,,,,,unknown,,CA,Research Scientist,,,
Autonomy and Perception Engineer,"General Technical Services, LLC","Adelphi, MD","Research laboratory experience, MATLAB, Neural networks, Computer vision, Drone operation, Secret Clearance, Research, C++, Machine learning, Object detection, Deep learning, CNN, Natural language processing, OpenCV, Robot programming, Robotics, Robotics, Communication skills, Python","Doctoral degree, Master's degree, Doctor of Philosophy",5 years,Senior level,,,,,unknown,,MD,Other Engineering,4,2,3
Post-doctoral Fellowship - Ground Deformation Recorded by Geodetic Techniques,FM,"Norwood, MA","ArcGIS, MATLAB, Geophysics, Data analysis skills, Research, Java, Machine learning, Risk management, Cloud computing, Communication skills, Python, GIS","Doctoral degree, Doctor of Philosophy",3 years,Senior level,"$90,720 - $130,400 a year",90720.0,130400.0,110560.0,yearly,110560.0,MA,Other,4,2,3
Computer Scientist VI,JT4,"Edwards, CA","CSS, C#, .NET, SQL, Driver's License, C, JavaScript, Systems engineering, Django, Software development, Computer skills, ASP, Communication skills, Python, WPF, HTML","Doctoral degree, Master's degree, Doctor of Philosophy",,Senior level,"$140,670 - $168,812 a year",140670.0,168812.0,154741.0,yearly,154741.0,CA,Computer Scientist,4,,3
Energy Research Scientist - AI Trainer,DataAnnotation,Remote,"Bilingual, English, Physics, Chemistry, AI","Doctoral degree, Master's degree, Doctor of Philosophy",,Mid-level,From $40 an hour,40.0,40.0,40.0,hourly,83200.0,Remote,Research Scientist,4,,2
Academic Research Assistant (Mathematics)- AI Trainer,DataAnnotation,Remote,"Calculus, English, Algebra, Data science, AI","Doctoral degree, Master's degree, Doctor of Philosophy",,Mid-level,From $40 an hour,40.0,40.0,40.0,hourly,83200.0,Remote,Research Assistant,4,,2
Applied Mathematician / Math Research (PhD Req),"VOCAL Technologies, Ltd.","Buffalo, NY","Signal processing, Calculus, Mathematics, Research, Analysis skills, Math, Algorithm design, Physics, Software development, Research & development","Doctoral degree, Doctor of Philosophy",,Senior level,"$60,000 - $90,000 a year",60000.0,90000.0,75000.0,yearly,75000.0,NY,Other,4,,3
Applied Research Scientist,EdgeTech,"West Wareham, MA",,,,,"$100,000 - $110,000 a year",100000.0,110000.0,105000.0,yearly,105000.0,MA,Research Scientist,,,
Computer Scientist,"INQU,LLC","Edwards AFB, CA","C#, Microsoft SQL Server, .NET, AWS, Driver's License, C, Systems engineering, Organizational skills, Software development, Computer skills, Communication skills, Python","Doctoral degree, Master's degree, Bachelor's degree, Doctor of Philosophy",11+ years,Senior level,"$110,000 - $170,000 a year",110000.0,170000.0,140000.0,yearly,140000.0,CA,Computer Scientist,4,4,3
Critical Infrastructure Protection Staff – AI/ML Decision Science,Johns Hopkins Applied Physics Laboratory (APL),"Laurel, MD",,,,,"$90,000 - $350,000 a year",90000.0,350000.0,220000.0,yearly,220000.0,MD,DevOps/SRE,,,
Algorithm Developer/Chemotrician,"Alakai Defense Systems, Inc.","Largo, FL","Microsoft Excel, Engineering, C#, Mathematics, Secret Clearance, English, Spectroscopy, Algorithms, Analysis skills, C++, Machine learning, Algorithm design, Organizational skills, AI, Leadership, Communication skills, Python, Time management",,3 years,Senior level,"$100,000 - $200,000 a year",100000.0,200000.0,150000.0,yearly,150000.0,FL,Other Engineering,,2,3
Computer Scientist,Federal Bureau of Investigation,"Houston, TX","Top Secret Clearance, Working with 12th graders, Law, Computer Science, Calculus, TS/SCI, Leadership, University","Doctoral degree, Master's degree, Doctor of Law, Bachelor's degree, Doctor of Philosophy, Master of Laws",1 year,Mid-level,"$59,751 - $157,996 a year",59751.0,157996.0,108873.5,yearly,108873.5,TX,Computer Scientist,4,1,2
"Applied Scientist I, Scanless Tech, Amazon Robotics",Amazon.com Services LLC,"Westborough, MA","RDBMS, Oracle, Java, Algorithms, SQL, C++, Machine learning, Distribution center, Robotics, Python",,,Mid-level,,,,,unknown,,MA,Scientist,,,2
LLM 算法工程师 - 中国,Ribo Consulting Services Co. Ltd,Remote,"TensorFlow, Law, Computer Science, PyTorch, Computer vision, Data analysis skills, Algorithms, Docker, Deep learning, Natural language processing, APIs, AI, Python",Master's degree,5 years,Senior level,"$4,000 - $7,000 a month",4000.0,7000.0,5500.0,monthly,66000.0,Remote,Other,3,2,3
Energy Research Scientist - AI Trainer,DataAnnotation,"Denton, TX","Bilingual, English, Physics, Chemistry, AI","Doctoral degree, Master's degree, Doctor of Philosophy",,Mid-level,From $40 an hour,40.0,40.0,40.0,hourly,83200.0,TX,Research Scientist,4,,2
Temporary Researchers (Project Scientist Series) for Electrical and Computer Engineering,University of California Santa Barbara,"Santa Barbara, CA",Signal processing,"Doctoral degree, Doctor of Philosophy",,Mid-level,"$96,300 - $250,000 a year",96300.0,250000.0,173150.0,yearly,173150.0,CA,Researcher,4,,2
Principal Scientist/Engineer- Field Ops (TS/SCI Clearance #25-025),"Strategic Analysis, Inc.","Arlington, VA",,,,,,,,,unknown,,VA,Scientist,,,
Senior Research Scientist - Advanced Systems,Peraton,"College Park, MD","Go, Computer Science, Research, Java, Algorithms, C, Machine learning, Quality control, Algorithm design, Software development, GitHub, Agile, Jenkins, Python","Doctoral degree, Bachelor of Science, Bachelor's degree, Doctor of Philosophy",4 years,Senior level,"$176,000 - $282,000 a year",176000.0,282000.0,229000.0,yearly,229000.0,MD,Research Scientist,4,2,3
Senior Research Scientist - Digital Signal Processing,Peraton,"College Park, MD","MATLAB, Signal processing, Research, C++, C, Machine learning, Python","Doctoral degree, Bachelor of Science, Master's degree, Bachelor's degree, Doctor of Philosophy",8 years,Senior level,"$146,000 - $234,000 a year",146000.0,234000.0,190000.0,yearly,190000.0,MD,Research Scientist,4,3,3
AI Planning Research Scientist,Peraton,"Silver Spring, MD",,,,,"$112,000 - $179,000 a year",112000.0,179000.0,145500.0,yearly,145500.0,MD,Research Scientist,,,
Siri Voice Prompting Trainer (AI Research Project),Lifewood Data Technology,"Nashville, TN",,,,,$15 - $20 an hour,15.0,20.0,17.5,hourly,36400.0,TN,Other,,,
"Applied Scientist, Learned Systems Group","Amazon Web Services, Inc.","Santa Clara, CA","Statistics, UNIX, Java, AWS, C++, Machine learning, Distributed systems, Software development, S3, Linux, Redshift, AI, Python","Doctoral degree, Master's degree, Doctor of Philosophy",3 years,Mid-level,"$136,000 - $223,400 a year",136000.0,223400.0,179700.0,yearly,179700.0,CA,Scientist,4,2,2
Ingeniero de Inteligencia Artificial,Equity Solar,Puerto Rico,"TensorFlow, Spanish, PyTorch, English, AWS, Machine learning, Python",Associate's degree,,,"From $80,000 a year",80000.0,80000.0,80000.0,yearly,80000.0,,Other,1,,
Sr R&D Engineer on Computational Geometry,"Lorentz Solution, Inc","Santa Clara, CA","Computer Science, Applied Mathematics, C++, Math, C, Geometry, Software development","Doctoral degree, Master's degree, Doctor of Philosophy",,Senior level,"From $96,000 a year",96000.0,96000.0,96000.0,yearly,96000.0,CA,Other Engineering,4,,3
Principal / Sr. Principal Research and Advanced Design Test Engineer,Northrop Grumman,"Melbourne, FL","Microsoft Powerpoint, Top Secret Clearance, MATLAB, Management, Military, 5G, Special Access Program, Secret Clearance, Machine learning, Drafting, Python","Doctoral degree, Master's degree, Bachelor's degree, Doctor of Philosophy",1 year,Senior level,"$95,300 - $142,900 a year",95300.0,142900.0,119100.0,yearly,119100.0,FL,QA Engineer,4,1,3
Senior Climate Research Scientist,"Mercury Insurance Services, LLC",Remote,"MATLAB, R, Data analysis skills, Ecological systems, Research, Fortran, Climate change, Climate information, Presentation skills, Machine learning, Communication skills, Python, Climate policy","Doctoral degree, Doctor of Philosophy",5 years,Senior level,"$105,245 a year",105245.0,105245.0,105245.0,yearly,105245.0,Remote,Research Scientist,4,2,3
"Research scientist, Foundation Model(LLM)",ByteDance,"San Jose, CA","Law, Data structures, Algorithms, Analysis skills, C++, C, Natural language processing, Model training, AI, Communication skills, Python",,,Senior level,"$145,000 - $355,000 a year",145000.0,355000.0,250000.0,yearly,250000.0,CA,Research Scientist,,,3
"Postdoctoral Researcher – Ocean Monitoring System Design, Marine Science Institute, UCSB",University of California Santa Barbara,"Santa Barbara, CA","ArcGIS, Community engagement, Scientific research, R, System design, Stata, Ecology, Oceanography, Leadership, Communication skills, Python","Doctoral degree, Doctor of Philosophy",,Senior level,"$66,737 - $77,179 a year",66737.0,77179.0,71958.0,yearly,71958.0,CA,Researcher,4,,3
Computer Scientist 1 (Scientist 1),Los Alamos National Laboratory,"Los Alamos, NM","Operating systems, Full-stack development, DevOps, C#, Java, Database design, C++, Russian, Q Clearance, JavaScript, Scrum, Software development, Agile, Integration testing, AI, Leadership, Communication skills, Python, Design patterns",Bachelor's degree,2 years,Mid-level,"$94,500 - $154,600 a year",94500.0,154600.0,124550.0,yearly,124550.0,NM,Computer Scientist,2,1,2
AI Scientist,GE HEALTHCARE,"Bellevue, WA","TensorFlow, Law, PyTorch, Spark, Quantization, Algorithms, C++, SSL, Machine learning, Supervised learning, Data analytics, AI, Python, MLOps, Hadoop","Doctoral degree, Master's degree, Doctor of Philosophy",3 years,Senior level,"$156,400 - $234,600 a year",156400.0,234600.0,195500.0,yearly,195500.0,WA,Scientist,4,2,3
Technology Research Analyst with active TS/SCI Polygraph (must have polygraph to apply),Deloitte,United States,"Analysis skills, Leadership, Communication skills",Bachelor's degree,2 years,Mid-level,,,,,unknown,,United States,Other,2,1,2
Research Security Analyst,Stony Brook University,"Stony Brook, NY","Microsoft Powerpoint, Search engines, Data mining, Research","Master's degree, Bachelor's degree",3 years,Mid-level,"$90,000 - $100,000 a year",90000.0,100000.0,95000.0,yearly,95000.0,NY,Other,3,2,2
"Senior Applied Scientist, NeuroSymbolic","Amazon Web Services, Inc.","Boston, MA","Scikit-learn, TensorFlow, Internet of things, Spark, NumPy, R, Research, MXNet, Java, AWS, C++, Machine learning, Distributed systems, SciPy, S3, AI, Communication skills, Python, Hadoop","Doctoral degree, Doctor of Philosophy",5 years,Senior level,,,,,unknown,,MA,Scientist,4,2,3
Computer Forensic Scientist,City of Minneapolis,"Minneapolis, MN","Report writing, Writing skills, Laboratory experience, Analysis skills, Driver's License, Laboratory techniques, Computer skills, Communication skills",Bachelor's degree,Under 1 year,Mid-level,$27.26 - $37.64 an hour,27.26,37.64,32.45,hourly,67496.0,MN,Scientist,2,1,2
Advanced AI Research Scientist Manager,Accenture,"Mountain View, CA","TensorFlow, Statistics, Computer science, Law, Computer Science, PyTorch, C++, Machine learning, Deep learning, Business requirements, Machine learning libraries, AI, Python, Generative AI","Doctoral degree, Bachelor's degree, Doctor of Philosophy",5 years,Senior level,,,,,unknown,,CA,Research Scientist,4,2,3
Computer Scientist,Adobe,"San Jose, CA","Photography, Adobe Photoshop, Adobe Lightroom, Computer Science, PyTorch, Computer vision, Mobile applications, iOS, R, C++, C, Adobe Premiere, APIs, Videography, Computer skills, AI, Communication skills, Python","Doctoral degree, Bachelor of Science, Master's degree, Bachelor's degree, Doctor of Philosophy, Master of Science",,Entry level,"$142,700 - $257,600 a year",142700.0,257600.0,200150.0,yearly,200150.0,CA,Computer Scientist,4,,1
Applied Researcher I,Capital One,"Cambridge, MA","Law, Computer Science, PyTorch, Quantization, Research, AWS, SSL, Machine learning, Deep learning, Natural language processing, Cloud computing, AI, Leadership","Doctoral degree, Master's degree, Doctor of Philosophy, Master of Science",2 years,Entry level,,,,,unknown,,MA,Researcher,4,1,1
AIML - Research Scientist/Engineer (Robotics),Apple,"Santa Clara, CA","TensorFlow, Reinforcement learning, Computer Science, PyTorch, Computer vision, CAD, PCB, C++, Machine learning, SolidWorks, Manufacturing, AI, Robotics, Robotics, Python","Doctoral degree, Master's degree, Bachelor's degree, Doctor of Philosophy",,Senior level,"$143,100 - $264,200 a year",143100.0,264200.0,203650.0,yearly,203650.0,CA,Research Scientist,4,,3
Music Generation Research Scientist,Adobe,"San Francisco, CA","Machine learning, AI, Machine learning frameworks, Communication skills","Doctoral degree, Master's degree, Doctor of Philosophy",,Senior level,"$162,000 - $301,200 a year",162000.0,301200.0,231600.0,yearly,231600.0,CA,Research Scientist,4,,3
Applied AI Engineer – Computer Vision,Kodiak,"San Francisco Bay Area, CA","TensorFlow, PyTorch, Deep learning, Machine learning libraries, AI, Python","Doctoral degree, Bachelor of Science, Master's degree, Bachelor's degree, Doctor of Philosophy",2 years,Mid-level,"$150,000 - $250,000 a year",150000.0,250000.0,200000.0,yearly,200000.0,CA,Other Engineering,4,1,2
PhD Research Scientist- AI and Machine Learning: Bayesian Modelling and Probabilistic Programming,Oracle,"Burlington, MA","Oracle, Computer Science, PyTorch, Research, Java, Analysis skills, Machine learning, AI, Multithreading, Machine learning frameworks, Communication skills, Python, Debugging","Doctoral degree, Doctor of Philosophy",,Senior level,,,,,unknown,,MA,Research Scientist,4,,3
High Throughput Assay Senior Research Scientist (Screening & Data Analysis),Vertex Pharmaceuticals,"San Diego, CA","Biology, MATLAB, R, Data analysis skills, Analysis skills, Machine learning, AI, Communication skills, Python, Assays","Doctoral degree, Master's degree, Doctor of Philosophy",2 years,Senior level,"$117,000 - $175,500 a year",117000.0,175500.0,146250.0,yearly,146250.0,CA,Research Scientist,4,1,3
Applied AI Researcher,Chai,"Palo Alto, CA","TensorFlow, PyTorch, AI, Python",,,Senior level,"$275,000 - $400,000 a year",275000.0,400000.0,337500.0,yearly,337500.0,CA,Researcher,,,3
Applied Scientist,Adobe,"San Jose, CA","Computer Science, Research, Machine learning, Model training, AI, Video editing, Communication skills, Python","Doctoral degree, Master's degree, Doctor of Philosophy",,Senior level,"$142,700 - $257,600 a year",142700.0,257600.0,200150.0,yearly,200150.0,CA,Scientist,4,,3
CPU Research Scientist - Platform Architecture,Apple,"Santa Clara, CA","Computer science, Computer Science, Research, C++, C, Machine learning, Parse, Computer Engineering, AI, Python","Doctoral degree, Bachelor of Science, Bachelor's degree, Doctor of Philosophy",3 years,Mid-level,"$143,100 - $264,200 a year",143100.0,264200.0,203650.0,yearly,203650.0,CA,Research Scientist,4,2,2
Research Scientist - AI & Computer Vision - Aerospace Research,GE Aerospace,"Niskayuna, NY","Computer Science, Writing skills, Filing, Machine learning, GitHub, AI, Leadership, Python","Doctoral degree, Master's degree, Doctor of Philosophy",4 years,Mid-level,"$80,000 - $150,000 a year",80000.0,150000.0,115000.0,yearly,115000.0,NY,Research Scientist,4,2,2
AIML - ML Research Scientist,Apple,"Santa Clara, CA","AI models, Computer science, Computer Science, Analysis skills, Machine learning, Research data collection, AI, Robotics, Communication skills, Generative AI","Doctoral degree, Doctor of Philosophy",,Senior level,"$175,800 - $312,200 a year",175800.0,312200.0,244000.0,yearly,244000.0,CA,Research Scientist,4,,3
Research Scientist – Sustainable and Resilient Power Systems,Siemens,"Princeton, NJ","MATLAB, Engineering, English, Research, Application development, C++, Programmable logic controllers, EMT experience, Cloud development, Simulink, Research & development, Communication skills, Python, PSS/E",Master's degree,3 years,Senior level,"$90,510 - $155,160 a year",90510.0,155160.0,122835.0,yearly,122835.0,NJ,Research Scientist,3,2,3
Applied Scientist II,Microsoft,"Redmond, WA","Statistics, Statistics, C#, Research, Machine learning, Natural language processing, Predictive analytics, AI, TypeScript, Python","Doctoral degree, Master's degree, Bachelor's degree",1 year,Mid-level,"$98,300 - $208,800 a year",98300.0,208800.0,153550.0,yearly,153550.0,WA,Scientist,4,1,2
Applied Scientist - Gaming,Microsoft,"Redmond, WA","TensorFlow, Statistics, Computer science, Reinforcement learning, Statistics, PyTorch, Computer vision, Research, Deep learning, Predictive analytics, Robotics","Doctoral degree, Master's degree, Bachelor's degree",1 year,Senior level,"$98,300 - $208,800 a year",98300.0,208800.0,153550.0,yearly,153550.0,WA,Scientist,4,1,3
Research Engineer,AppLovin,"Palo Alto, CA","Machine learning, AI",,Under 1 year,Entry level,"$137,000 - $205,000 a year",137000.0,205000.0,171000.0,yearly,171000.0,CA,Other Engineering,,1,1
Postdoctoral Research Associates - Electrical and Computer Engineering - Nanodevices and Integrated System Lab (2 positions),University of Massachusetts Amherst,"Amherst, MA","English, Analysis skills, Computer Engineering, Communication skills","Doctoral degree, Doctor of Philosophy",1 year,Senior level,,,,,unknown,,MA,Other Engineering,4,1,3
"Machine Learning Research Engineer, Audio R&D",Apple,"Cambridge, MA","Signal processing, iOS, Research, C++, C, Machine learning, Mac OS, Training & development, Python, Software architecture",,,Mid-level,,,,,unknown,,MA,Data Scientist,,,2
AI Research Scientist,Peraton,"Reston, VA","Secret Clearance, Git, Machine learning, PostgreSQL, Natural language processing, Model training, AI, Python","Doctoral degree, Bachelor of Science, Master's degree, Bachelor's degree, Doctor of Philosophy",Under 1 year,Entry level,"$80,000 - $128,000 a year",80000.0,128000.0,104000.0,yearly,104000.0,VA,Research Scientist,4,1,1
"Applied Scientist, Learned Systems Group","Amazon Web Services, Inc.","Santa Clara, CA","Statistics, Research, Java, AWS, C++, Machine learning, Distributed systems, Deep learning, S3, Redshift, AI, Python","Doctoral degree, Master's degree, Doctor of Philosophy",3 years,Mid-level,"From $150,400 a year",150400.0,150400.0,150400.0,yearly,150400.0,CA,Scientist,4,2,2
Computer Vision / Machine Learning Engineer,Apple,"Sunnyvale, CA","Computer science, Math, Machine learning, Physics","Doctoral degree, Bachelor of Science, Bachelor's degree, Doctor of Philosophy",3 years,Mid-level,"$143,100 - $264,200 a year",143100.0,264200.0,203650.0,yearly,203650.0,CA,Data Scientist,4,2,2
Research Security Analyst,Stony Brook University,"Stony Brook, NY","Microsoft Powerpoint, Search engines, Data mining, Research","Master's degree, Bachelor's degree",3 years,Mid-level,"$90,000 - $100,000 a year",90000.0,100000.0,95000.0,yearly,95000.0,NY,Other,3,2,2
Machine Learning Applied Research Scientist,Apple,"Cupertino, CA",,,,,"$143,100 - $264,200 a year",143100.0,264200.0,203650.0,yearly,203650.0,CA,Research Scientist,,,
Sr R&D Engineer on Computational Geometry,"Lorentz Solution, Inc","Santa Clara, CA","Computer Science, Applied Mathematics, C++, Math, C, Geometry, Software development","Doctoral degree, Master's degree, Doctor of Philosophy",,Senior level,"From $96,000 a year",96000.0,96000.0,96000.0,yearly,96000.0,CA,Other Engineering,4,,3
"Research Scientist, Computer Vision",Snapchat,"Los Angeles, CA","Statistics, Computer science, Computer vision, Research, C++, C, Machine learning, Research data collection, Leadership, Python","Doctoral degree, Doctor of Philosophy",,Senior level,"$147,000 - $259,000 a year",147000.0,259000.0,203000.0,yearly,203000.0,CA,Research Scientist,4,,3
Audio AI Research Engineer,Adobe,"San Francisco, CA",,,,,"$162,000 - $301,200 a year",162000.0,301200.0,231600.0,yearly,231600.0,CA,Other Engineering,,,
Research Scientist,Orby AI,California,"Growing experience, Data structures, Algorithms, Machine learning, Natural language processing, AI",,4 years,Mid-level,"$150,000 - $300,000 a year",150000.0,300000.0,225000.0,yearly,225000.0,CA,Research Scientist,,2,2
"Research Perception Scientist, Computer Vision and Machine Learning",Bright Machines,"San Francisco, CA","Computer science, Statistical analysis, C++, C, Machine learning, Computer Engineering, Python","Doctoral degree, Doctor of Philosophy",1 year,Mid-level,"$190,000 - $230,000 a year",190000.0,230000.0,210000.0,yearly,210000.0,CA,Data Scientist,4,1,2
"Staff Data Scientist, Research, Applied Research",Google,"Mountain View, CA","Statistics, R, SQL, Statistical analysis, Python, Data Science, Analytics","Doctoral degree, Master's degree, Doctor of Philosophy",3 years,Senior level,,,,,unknown,,CA,Data Scientist,4,2,3
3D Computer Vision Staff Scientist or Engineer,Xyken,"McLean, VA","GLSL, Mechanical engineering, Computer vision, System design, Laboratory experience, Objective-C, Algorithms, C++, Machine learning, Algorithm design, OpenCV, Computer skills, Industrial laboratory experience, AI, Communication skills","Master's degree, Master of Science",2 years,Mid-level,,,,,unknown,,VA,Scientist,3,1,2
Research and Development Engineer 2,UCLA,"Los Angeles, CA","Rust, CSS, Git, PCB, SQL, C++, Astronomy, Docker, C, JavaScript, Physics, SolidWorks, Linux, Communication skills, Python, HTML",Bachelor's degree,,Mid-level,"$76,200 - $158,800 a year",76200.0,158800.0,117500.0,yearly,117500.0,CA,Other Engineering,2,,2
AI/ML Developer for Computer Tomography Baggage Scanning,SureScan Corporation,"Boxborough, MA","Scikit-learn, TensorFlow, MATLAB, Computer Science, PyTorch, Computer vision, Algorithms, Analysis skills, C++, Machine learning, Feature extraction, Distributed systems, Deep learning, X-Ray, Keras, Distributed computing, Machine learning libraries, AI, Communication skills, Python","Master's degree, Bachelor's degree",,Mid-level,"$90,000 - $180,000 a year",90000.0,180000.0,135000.0,yearly,135000.0,MA,Other Engineering,3,,2
Machine Learning Research Engineer - Computer Vision/Computational Photography,Apple,"Cupertino, CA","Photography, TensorFlow, PyTorch, Computer vision, C++, C, Machine learning, Deep learning, Communication skills, Python","Doctoral degree, Master's degree, Doctor of Philosophy",,Senior level,"$143,100 - $264,200 a year",143100.0,264200.0,203650.0,yearly,203650.0,CA,Data Scientist,4,,3
Hewlett Packard Labs - Machine Learning Research Scientist - Early Career,Hewlett Packard Enterprise,"Milpitas, CA","Reinforcement learning, TCP, Computer Science, PyTorch, Full-stack development, Sales, Data structures, Research, Application development, Algorithms, Machine learning, Deep learning, Natural language processing, Django, Intellectual property law, Data science, Flask, AI, Research & development, Python","Doctoral degree, Doctor of Philosophy",,Entry level,"$117,500 - $270,000 a year",117500.0,270000.0,193750.0,yearly,193750.0,CA,Research Scientist,4,,1
"NISQ Application Research Scientist, Quantum AI",Google,"Goleta, CA","Data mining, Spectroscopy, Physics, Natural language processing, Quantum engineering, AI, Python","Doctoral degree, Doctor of Philosophy",2 years,Senior level,,,,,unknown,,CA,Research Scientist,4,1,3
Assistant Statistical Research Scientist,Denver Health,"Denver, CO","Statistics, Analysis skills, Math, Epidemiology, Organizational skills, Communication skills",Doctoral degree,1 year,Entry level,"$104,800 - $162,400 a year",104800.0,162400.0,133600.0,yearly,133600.0,CO,Research Scientist,4,1,1
"Research Scientist, Computer Vision",TikTok,"San Jose, CA","2D animation, Computer vision, Research, C++, C, AI, Python, Editing",,3 years,Mid-level,"$194,000 - $410,000 a year",194000.0,410000.0,302000.0,yearly,302000.0,CA,Research Scientist,,2,2
Signal and Information Processing and Modeling Engineering Scientist R37135,Applied Research Laboratories,"Austin, TX","MATLAB, Signal processing, R, Data analysis skills, Mathematics, Bash, Algorithms, Statistical analysis, Analysis skills, C++, Attention to detail, Algorithm design, Physics, Linux, Intelligence experience, Shell Scripting",Bachelor's degree,3 years,Mid-level,"$104,000 - $174,000 a year",104000.0,174000.0,139000.0,yearly,139000.0,TX,Scientist,2,2,2
