Job Title,Company,Location,Skills,Education,Experience,Job Level,Salary
Data Scientist,Subcodevs,United States,"IT experience within retail, Power BI, Azure, Calibration, Supply chain, Spark, E-commerce, Tableau, SQL, AWS, Analysis skills, Industrial Engineering, Matplotlib, Simulation tools, Data science, Data visualization, Operations, Python, Hadoop","Doctoral degree, Master's degree, Doctor of Philosophy","5 years, 10 years",Mid-level,$15.02 - $20.84 an hour
Data Scientist - Research and Development,Nestlé Purina,"St. Louis, MO","Statistics, Azure, Software deployment, R, Data analysis skills, GMP, Microservices, AWS, Project management, Machine learning, Project management methodology, Cloud computing, Data science, Machine learning libraries, AI, Project leadership, Leadership, Python",Master's degree,2 years,Senior level,"$98,000 - $120,000 a year"
Data Scientist,JPMorganChase,"Palo Alto, CA","Microsoft Powerpoint, Looker, Microsoft Excel, SQL, Statistical analysis, Machine learning, Feature extraction, Regression analysis, Predictive analytics, Business, Python, Data Science, Analytics","Master's degree, Associate's degree",3 years,Senior level,"$173,945 - $175,000 a year"
Data Scientist,Infosys,United States,"Scikit-learn, TensorFlow, PyTorch, Big data, Engineering, Spark, NumPy, Git, Google Cloud Platform, Algorithms, Pandas, Docker, Machine learning, Continuous improvement, Natural language processing, Data analytics, Regression analysis, Cloud computing, AI, Communication skills, Python, Generative AI, Analytics, Hadoop",Bachelor's degree,3 years,Senior level,N/A
Data Scientist,Ginger Labs,"San Francisco, CA",N/A,N/A,N/A,N/A,"$150,000 - $205,000 a year"
Data Scientist,Oracle,United States,"Oracle, CSS, AI",N/A,N/A,Mid-level,N/A
Associate Data Scientist,Health Intelligence company LLC,United States,"Power BI, R, Tableau, SQL, Machine learning, Deep learning, Matplotlib, Natural language processing, Clinical trials, Data science, Plotly, AI, Data manipulation, Python, Analytics",N/A,1 year,Mid-level,"$90,000 - $125,000 a year"
App Engineer - AI Trainer,DataAnnotation,Remote,N/A,N/A,N/A,N/A,From $40 an hour
AI Analyst,PurchRock,"Cheshire, CT","TensorFlow, Power BI, Computer Science, PyTorch, Relational databases, NumPy, R, Data analysis skills, Tableau, Databases, SQL, Pandas, AWS, Machine learning, Model deployment, Matplotlib, Seaborn, Model training, Keras, Data visualization, Machine learning libraries, AI, Python, Data Science","Master's degree, Bachelor's degree",2 years,Entry level,"$70,000 - $90,000 a year"
Data Scientist,Bowhead,"Dahlgren, VA","Microsoft Powerpoint, Microsoft Word, Microsoft Excel, Relational databases, Writing skills, Secret Clearance, English, Microsoft Office, SQL, Analysis skills, Database management, Machine learning, Software development, Predictive analytics, Customer support, Data science, AI, Data warehouse",Bachelor's degree,2 years,Mid-level,N/A
"Associate Data Scientist, GEN AI",Health Intelligence company LLC,United States,"PyTorch, Data structures, Survival analysis, Algorithms, SQL, Database design, Analysis skills, Machine learning, Model deployment, Organizational skills, Regression analysis, Keras, AI, Python, Data Science, Analytics","Doctoral degree, Master's degree",1 year,Senior level,"$90,000 - $125,000 a year"
AI/ML Engineer,Technoid Digital Solutions LLP,"New York, NY","TensorFlow, Azure, Law, RESTful API, PyTorch, Text-to-speech, DevOps, Google Cloud Platform, MongoDB, Pandas, AWS, Model deployment, PostgreSQL, Natural language processing, Django, APIs, Flask, AI, Python",N/A,"7 years, 9 years, 10 years",Senior level,$45.22 - $60.00 an hour
AI/ML Engineer,Air Apps,"San Francisco, CA","TensorFlow, Azure, PyTorch, Computer vision, Mobile applications, Data structures, Google Cloud Platform, Algorithms, AWS, Machine learning, Model deployment, Deep learning, Natural language processing, AI, Machine learning frameworks, Python",N/A,N/A,Mid-level,"$75,000 - $99,000 a year"
AI Data Scientist I,AbbVie,"North Chicago, IL","Oracle, Algorithms, SQL, AWS, Machine learning, JavaScript, Agile, Data visualization, AI, Python, Data Science",Bachelor's degree,3 years,Mid-level,"$103,600 - $134,500 a year"
Junior Data Scientist,New Light Technologies In,Remote,"Hypothesis testing, R, Data analysis skills, Google Cloud Platform, Tableau, Algorithms, SQL, AWS, Machine learning, Matplotlib, Cleaning, Seaborn, Agile, Data visualization, Communication skills, Python, Data Science",Bachelor's degree,N/A,Entry level,N/A
Statistician - AI Trainer,DataAnnotation,"Mobile, AL","Statistics, Calculus, English, Algebra, AI","Doctoral degree, Master's degree, Doctor of Philosophy",N/A,Senior level,From $40 an hour
Data Engineer- AI Trainer,DataAnnotation,Remote,"Writing skills, C#, English, SQL, C++, JavaScript, Swift, AI, Grammar Experience, Python, HTML",Bachelor's degree,N/A,Mid-level,From $40 an hour
"Data Scientist, Machine Learning",Apple,"Cupertino, CA","TensorFlow, Statistics, Cassandra, Signal processing, PyTorch, Engineering, Data structures, Spark, NoSQL, Tableau, Databases, SQL, Analysis skills, Machine learning, Splunk, Physics, Data visualization, Plotly, Machine learning frameworks, Python, Analytics","Bachelor of Science, Bachelor's degree",N/A,Mid-level,"$136,300 - $248,700 a year"
AI Analyst,Antimo,Remote,"TensorFlow, Google Cloud SQL, Azure, Computer Science, PyTorch, R, Data analysis skills, Google Cloud Platform, Algorithms, SQL, Transcription, Statistical analysis, AWS, Machine learning, Data science, Keras, Data visualization, AI, Python, Data Science","Bachelor of Computer Science, Bachelor's degree",N/A,Mid-level,"$150,000 - $180,000 a year"
RWE Data Scientist,Katalyst Healthcares & Life Sciences,"Branchburg, NJ",N/A,N/A,N/A,N/A,N/A
Data Scientist,Sky Consulting,United States,"Law, R, Amazon SageMaker, AWS, C, Machine learning, Data science, Python, Analytics",Bachelor's degree,"7 years, 6 years, 5 years, 11+ years, 8 years, 9 years, 10 years",Senior level,$55 - $65 an hour
AI Agent Data Scientist for an early stage Legal AI startup,Salego,Remote,N/A,N/A,N/A,N/A,"From $100,000 a year"
AI/ML Engineer,9th Gen Labs,"New York, NY","TensorFlow, Data mining, PyTorch, R, No experience needed, Java, SQL, Database design, Database management, C, Machine learning, AI, Python",N/A,N/A,Mid-level,"$175,000 a year"
Data Scientist,Apple,"Sunnyvale, CA","Computer vision, Data analysis skills, Algorithms, SQL, AWS, Analysis skills, Machine learning, Data science, Data visualization, Communication skills, Data manipulation, Python, Data Science",Bachelor's degree,N/A,Mid-level,"$121,900 - $183,600 a year"
"Analyst, Data Science and Research","Carmel Partners Management, LLC","San Francisco, CA","ArcGIS, Investment management, Power BI, Management, Computer Science, R, Tableau, AWS, Analysis skills, Machine learning, Data analytics, Organizational skills, Data science, Data visualization, AI, Python, Data Science, Time management, GIS",Bachelor's degree,1 year,Mid-level,"$100,000 - $120,000 a year"
Data Scientist for Risk and Identity Solutions,Visa,"Atlanta, GA","TensorFlow, Medicine, Sales, Big data, Spark, Apache Hive, SQL, Analysis skills, Machine learning, Predictive analytics, Fraud prevention and detection, AI, Communication skills, Python, Hadoop","Doctoral degree, Master's degree, Doctor of Law, Bachelor's degree, Doctor of Philosophy, Master of Business Administration",Under 1 year,Mid-level,"$110,000 - $132,500 a year"
Data Science Analyst I- Global Health (Part-Time),Mount Sinai,"New York, NY","Microsoft Office, Communication skills","High school diploma or GED, Bachelor's degree",Under 1 year,Entry level,"$72,473 - $109,200 a year"
Data Annotation Specialist,Tesla,"Fremont, CA",N/A,N/A,N/A,N/A,$25.25 - $35.04 an hour
AI / ML Engineer,HavocAI,Remote,"AI models, TensorFlow, Reinforcement learning, PyTorch, Computer vision, Software deployment, R, Algorithms, C++, Deep learning, CNN, AI, Robotics, Machine learning frameworks, Python",N/A,2 years,Mid-level,"$120,000 - $180,000 a year"
Associate Data Scientist (5682),MetroStar,"Quantico, VA","Computer science, Data mining, Computer Science, R, Data analysis skills, Java, C++, Scala, Deep learning, Natural language processing, AI, Python",Bachelor's degree,Under 1 year,Entry level,N/A
"Principal Data Scientist, Corporate Services AI/ML",Vanguard,"Malvern, PA","Scikit-learn, TensorFlow, Reinforcement learning, PyTorch, Process improvement, AWS, Machine learning, Deep learning, Software development, IT, Data science, AI, Machine learning frameworks, Leadership, Communication skills, Python, Generative AI, Data Science, SDLC","Doctoral degree, Master's degree, Doctor of Philosophy",5 years,Senior level,N/A
"Data Scientist, Senior Specialist",Vanguard,"Charlotte, NC","Applied Mathematics, Machine learning, Analytics",Bachelor's degree,8 years,Senior level,N/A
"Data Analyst, Senior Specialist",Vanguard,"Charlotte, NC",N/A,N/A,N/A,N/A,N/A
Sr Data Analyst - CXD (Advanced Analytics),Vanguard,"Charlotte, NC","Web analytics, Data analysis skills, SQL, Natural language processing, Data science, Python, Adobe Analytics, Analytics",Bachelor's degree,5 years,Senior level,N/A
"Machine Learning Engineer, Specialist",Vanguard,"Charlotte, NC","NoSQL, SQL, AWS, Machine learning, Distributed systems, Data pipelines, Distributed computing, Python, SDLC",Bachelor's degree,5 years,Senior level,N/A
"Decision Scientist, Specialist",Vanguard,"Malvern, PA","Scikit-learn, TensorFlow, Statistics, Computer Science, Applied Mathematics, PyTorch, Statistical analysis, AWS, Machine learning, Data science, AI, Machine learning frameworks, Communication skills, Python, Analytics","Doctoral degree, Master's degree, Doctor of Philosophy",2 years,Mid-level,N/A
Data Analyst- Sr Specialist (Growth/Marketing Analytics),Vanguard,"Malvern, PA","Tableau, SQL, Digital marketing, Machine learning, Data visualization, Python, Adobe Analytics, Analytics",Bachelor's degree,11+ years,Senior level,N/A
NLP Engineer (Natural Language Processing),Vanguard,"Charlotte, NC","TensorFlow, Data preprocessing, Law, PyTorch, Data structures, Git, Algorithms, OOP, AWS, Analysis skills, Sentiment analytics, Machine learning, Feature extraction, NER, Natural language processing, Organizational skills, Software development, Agile, Model training, Eclipse, Communication skills, Python",Bachelor's degree,5 years,Senior level,N/A
Data Scientist only W2,IDC,"Sunnyvale, CA","Algorithms, Natural language processing, Data science, AI",N/A,N/A,Senior level,From $60 an hour
Data Scientist/Gen AI,Rackera Inc,"Lorain, OH","TensorFlow, Data mining, Computer Science, PyTorch, SAS, Big data, Spark, Data analysis skills, Java, Statistical analysis, AWS, Analysis skills, Machine learning, Organizational skills, Talend, AI, Machine learning frameworks, Communication skills, Data manipulation, Python, Data Science, Hadoop","Master's degree, Bachelor's degree",11+ years,Mid-level,$60 - $95 an hour
Junior Scientific Programmer/Data Scientist,University of Minnesota,"Minneapolis, MN","Statistics, MATLAB, Computer Science, R, Research, SQL, Machine learning, GitHub, Computer skills, Data science, Data visualization, Communication skills, Python","Bachelor of Science, Bachelor's degree, Bachelor of Arts",4 years,Mid-level,N/A
Machine Learning Scientist II,Relativity Space,"Long Beach, CA","Scikit-learn, TensorFlow, Statistics, Computer Science, PyTorch, R, Git, Statistical analysis, Machine learning, Software development, Manufacturing, Data visualization, Machine learning frameworks, Python","Doctoral degree, Master's degree, Doctor of Philosophy",2 years,Mid-level,"$136,000 - $173,000 a year"
Junior Statistician - Urology,UCLA Health,"Los Angeles, CA","Statistical software, Statistics, Statistics, Computer Science, SAS, R, Microsoft Office, Stata, Databases, Database management, Data science, Medical terminology, Bioinformatics",Bachelor's degree,1 year,Entry level,$32.95 - $67.53 an hour
Data Scientist,State of Connecticut - Department of Insurance,"Hartford, CT","Statistical software, Statistics, Statistics, Research, Statistical analysis, Analysis skills, Supervising experience, Presentation skills, Machine learning, Epidemiology, Regression analysis, Epidemiology, Clustering, AI, Communication skills, Data Science","Doctoral degree, Master's degree",1 year,Senior level,"$104,564 - $135,644 a year"
Machine Learning Engineer,Johnson & Johnson,"New Brunswick, NJ","TensorFlow, CI/CD, Computer science, Management, PyTorch, DevOps, Spark, R, Java, Bash, Algorithms, SQL, C++, C, Machine learning, Distributed systems, Scala, Deep learning, Natural language processing, Model training, Distributed computing, Business requirements, AI, Jenkins, Communication skills, Python, Shell Scripting","AWS Certification, Master's degree, Bachelor's degree",N/A,Mid-level,"$106,250 - $143,750 a year"
ML/AI Developer,ons,"Sunnyvale, CA","Scikit-learn, TensorFlow, CI/CD, Azure, Computer Science, Kubernetes, PyTorch, Big data, Spark, Google Cloud Platform, Pandas, AWS, Docker, Machine learning, IDS, Natural language processing, Model training, Cybersecurity, AI, Machine learning frameworks, Communication skills, Python, Hadoop","Master's degree, Bachelor's degree",N/A,Senior level,$70 - $80 an hour
Machine Learning Engineer,Next Insurance,"Waltham, MA","CI/CD, Computer Science, Kubernetes, Software deployment, NumPy, Test-driven development, Pandas, Docker, Machine learning, XGBoost, PostgreSQL, Continuous integration, Django, Software development, Lending, CircleCI, Machine learning libraries, Flask, AI, Jenkins, GitLab, Python, Generative AI, MySQL","Bachelor of Science, Master's degree, Bachelor's degree",2 years,Mid-level,"$158,000 - $213,000 a year"
Scientific Programmer/Data Scientist,University of Minnesota,"Minneapolis, MN","Statistics, MATLAB, Computer Science, R, Research, SQL, Machine learning, GitHub, Computer skills, Data science, Data visualization, Communication skills, Python","Master's degree, Master of Science, Master of Arts",1 year,Mid-level,N/A
"Head of AI/ML Engineering, Corporate Services",Vanguard,"Malvern, PA","Scikit-learn, TensorFlow, CI/CD, Cloud infrastructure, Computer Science, PyTorch, Spark, Java, AWS, C++, Machine learning, Model training, Keras, AI, Machine learning frameworks, Python, Hadoop","Doctoral degree, Master's degree, Doctor of Philosophy",10 years,Senior level,N/A
"Data Scientist, United States - BCG X",Boston Consulting Group,"Chicago, IL","DevOps, Project management, Machine learning, Software development, AI, Python, Analytics",N/A,N/A,Senior level,"$110,000 - $190,000 a year"
Junior AI Prompt Engineer (Contract),Hippocratic AI,"Palo Alto, CA","Spring Boot, Law, Computer Science, RESTful API, Computer Engineering, Django, Flask, AI, Python, Spring",Bachelor's degree,N/A,Entry level,N/A
Senior Data Analyst,Disney,"Santa Monica, CA","Looker, Power BI, Economics, Statistics, NumPy, R, Tableau, SQL, Pandas, Analysis skills, Matplotlib, Regression analysis, Data visualization, Plotly, Leadership, Communication skills, Python, Analytics","Master's degree, Bachelor's degree, Master of Business Administration",5 years,Senior level,"$120,300 - $161,300 a year"
Fellow: Wildfire/Meteorology Data Scientist,Innosphere Ventures,"Fort Collins, CO","Physical Science, Statistical analysis, Software development, Linux, Data science, Meteorology, Communication skills, Python, Data Science","Doctoral degree, Master's degree, Master of Science",Under 1 year,Senior level,"$75,000 - $85,000 a year"
Data Scientist,Intone Networks,"Malvern, PA",Data warehouse,N/A,N/A,Entry level,$55 - $58 an hour
Data Scientist Ongoing Talent Pipeline,V2X,United States,"SAS, Machine learning, Predictive analytics, AI",N/A,Under 1 year,Mid-level,N/A
Associate Data Scientist,"Williams-Sonoma, Inc.","San Francisco, CA","Looker, Power BI, Microsoft Excel, Data mining, Management, Computer Science, Marketing mix modeling, Tableau, SQL, Analysis skills, Machine learning, Physics, Scripting, Regression analysis, Python, Marketing","Bachelor of Science, Bachelor's degree",Under 1 year,Entry level,"$80,000 - $90,000 a year"
Data Annotation Specialist,10Beauty,Remote,"Computer vision, Blender, Python",N/A,N/A,Entry level,"$75,000 - $80,000 a year"
Data Scientist,City of Boston,United States,"ArcGIS, Statistics, Power BI, Economics, Computer Science, Hypothesis testing, PostGIS, Relational databases, Software deployment, R, Microsoft SQL Server, Multivariate testing, Stata, Social Sciences, Machine learning, Feature extraction, PostgreSQL, Regression analysis, Predictive analytics, Data science, Data visualization, AI, Python, MySQL","Master's degree, Bachelor's degree",2 years,Mid-level,"$80,959.91 - $119,603.73 a year"
Fully Remote Data Scientist,Zachary Piper LLC,"Dayton, OH","PyTorch, Big data, NumPy, Secret Clearance, Apache Hive, MongoDB, Pandas, Machine learning, SciPy, Data science, Machine learning libraries, Python, spaCy, Hadoop",Bachelor's degree,7 years,Senior level,"$130,000 - $145,000 a year"
Data Scientist-Natural and Artificial Minds,Princeton University,"Princeton, NJ","Statistics, Machine learning, AI, Python","Doctoral degree, Doctor of Philosophy",N/A,Senior level,N/A
Data Scientist,FanDuel,"Jersey City, NJ","Statistics, R, SQL, OOP, Analysis skills, Machine learning, GitHub, Sports, Data science, Communication skills, Python, Analytics",Bachelor's degree,N/A,Mid-level,"$102,000 - $140,800 a year"
Health Data Science Junior Research Scientist,New York University,"New York, NY","Customer service, Data analysis skills, Research, Statistical analysis, Analysis skills, Project management, Machine learning, Deep learning, Data science, Data visualization, Communication skills","Master's degree, Bachelor's degree",1 year,Entry level,"$47,500 - $65,000 a year"
Data Scientist (Health Outcomes),Well,"Chapel Hill, NC","Statistics, R, HIPAA, Stata, SQL, ICD-10, Machine learning, Continuous integration, CPT coding, Clinical trials, AI, Communication skills, Python, Analytics",N/A,N/A,Mid-level,"$125,000 - $145,000 a year"
Junior Product Analyst,Hippocratic AI,"Palo Alto, CA","Statistics, Law, R, SQL, Machine learning, Scripting, Data entry, Data science, AI, Communication skills, Python, Data Science",Bachelor's degree,N/A,Entry level,N/A
"AI Data Scientist, Telematics",Lemonade,Remote,"Software Engineering, Signal processing, NoSQL, Databases, Software development, Data science, AI, Python, Data Science","Master's degree, Master of Science",N/A,Mid-level,"$121,000 - $135,000 a year"
Sr Data Scientist,Kaizen Analytix,"Atlanta, GA","Operations research, MATLAB, Data modeling, Data mining, SAS, R, SQL, Analysis skills, Presentation skills, Machine learning, Data science, AI, Python, Data Science","Doctoral degree, Master's degree, Doctor of Philosophy",1 year,Senior level,$40 - $50 an hour
Jr Statistician - Surgery,UCLA Health,"Los Angeles, CA","Statistical software, Statistics, Statistics, Computer Science, SAS, R, Microsoft Office, Stata, Databases, Database management, Data science, Medical terminology, Bioinformatics",Bachelor's degree,1 year,Entry level,$32.95 - $67.53 an hour
Law Expertise Sought for AI Training - AI Trainer,Outlier Ai,"Fayetteville, NC","Law, English",Bachelor's degree,N/A,Mid-level,$30 - $50 an hour
Data Scientist,Waymo,"San Francisco, CA","R, Data analysis skills, SQL, Machine learning, Deep learning, Data science, Employee evaluation, Python, Data Science","Doctoral degree, Doctor of Philosophy",3 years,Senior level,"$158,000 - $200,000 a year"
Machine Learning Engineer - Conversation AI,DoorDash USA,"San Francisco, CA",N/A,N/A,N/A,N/A,"$137,100 - $201,600 a year"
FBI Special Agent: Advanced Data & Intelligence Expertise,Federal Bureau of Investigation,United States,"Data mining, TS/SCI, R, Analysis skills, Machine learning, Intelligence analysis, Predictive analytics, Python","Master's degree, Bachelor's degree",N/A,Senior level,"$99,461 - $128,329 a year"
Physics Expertise Sought for AI Training - AI Trainer,Outlier Ai,Kentucky,"English, Physics",Bachelor's degree,N/A,Mid-level,$30 - $50 an hour
Data Scientist - Insurance Modeling,Allstate,United States,"Statistics, Management, SAS, GLM, R, Microsoft Office, SQL, Project management, Product management, Regression analysis, Computer skills, Communication skills, Python",Bachelor's degree,N/A,Mid-level,"$74,240 - $134,060 a year"
Data Annotation Specialist,Glydways,"Pittsburgh, PA","Algorithms, Machine learning, Algorithm design, Communication skills",High school diploma or GED,3 years,Mid-level,N/A
Data Scientist – NLP,Solytics Partners LLC,"New York, NY","Statistics, MATLAB, Computer Science, Cassandra, NumPy, R, NoSQL, Apache Hive, MongoDB, Bash, Databases, Algorithms, SQL, Pandas, HBase, Machine learning, XGBoost, HR sourcing, Apache Pig, Computer Engineering, Matplotlib, Natural language processing, Scripting, Regression analysis, Model training, Apache, Data science, Weka, Keras, AI, Python, Shell Scripting, spaCy","Master's degree, Bachelor's degree, Doctor of Philosophy",4 years,Senior level,"$90,000 - $120,000 a year"
Data Scientist,Curaleaf,"Las Vegas, NV","TensorFlow, Computer Science, Applied Mathematics, PyTorch, Big data, Snowflake, SQL, Analysis skills, Machine learning, Forecasting, Data science, Keras, Machine learning frameworks, Leadership, Communication skills, Python, LSTM, Data Science","Master's degree, Bachelor's degree",3 years,Mid-level,"$87,000 - $96,000 a year"
"Data Scientist (Austin, TX)",Confidential - to be discussed during interview,"Austin, TX","Statistics, Writing skills, Mathematics, SQL, Project management, Machine learning, Software development, APIs, AI, Communication skills, Python",Bachelor's degree,4 years,Mid-level,"$135,000 - $170,000 a year"
Machine learning/ AI Engineer,CARE IT SERVICES INC,"Sunnyvale, CA","Google Cloud Platform, AWS, Machine learning, IT, AI, Communication skills, Python, Generative AI",N/A,8 years,Senior level,"$110,000 - $150,000 a year"
Applied Math Expertise Sought for AI Training - AI Trainer,Outlier Ai,"Wilmington, DE","Mathematics, Math",Bachelor's degree,N/A,Mid-level,$30 - $50 an hour
Bioinformatics Data Scientist,"Signature Science, LLC","Austin, TX","Bioinformatics, Azure, Management, Relational databases, R, Data analysis skills, UNIX, Git, Databases, AWS, Analysis skills, Docker, Perl, Scripting, Cloud computing, Linux, Data science, Python, Bioinformatics, Data Science","Doctoral degree, Master's degree, Doctor of Philosophy",3 years,Senior level,N/A
Scientist I – Machine Learning for Generative Shape Modeling,Allen Institute,"Seattle, WA","Management, Algorithms, Analysis skills, Machine learning, Geometry, Deep learning, Physics, Open source contribution, MLOps, Assays","Doctoral degree, Doctor of Philosophy",N/A,Senior level,"$90,900 - $112,400 a year"
"Data Scientist / Senior Data Scientist, Analytics",DoorDash USA,"Washington, DC","Looker, MATLAB, SAS, R, Logistics, Mathematics, Tableau, SQL, Physics, Data analytics, Regression analysis, A/B testing, Python, Analytics",N/A,2 years,Mid-level,"$124,100 - $182,500 a year"
Applied Machine Learning Researcher,Lambda,"San Francisco, CA","Quantization, Machine learning, AI",N/A,N/A,Mid-level,"$225,000 - $375,000 a year"
Data Scientist,EDR Technology,"Los Angeles, CA","School experience, Statistics, Data scientist experience, R, Git, Statistical modeling, Forecasting, Linux, Data science, Requirements gathering, Python",N/A,8 years,Mid-level,"$128,803 - $141,624 a year"
FBI Special Agent: Data Science & Intelligence Expertise,Federal Bureau of Investigation,United States,"Internet of things, TS/SCI, Big data, Data governance, Predictive analytics, Data science","Master's degree, Bachelor's degree",N/A,Senior level,"$99,461 - $128,329 a year"
"AI Data Scientist, Telematics",Lemonade Insurance Company,Remote,"Software Engineering, Signal processing, NoSQL, Databases, Software development, Data science, AI, Python, Data Science","Master's degree, Master of Science",N/A,Mid-level,"$121,000 - $135,000 a year"
Scientific Programmer Analyst,Lynker Corporation,"Woods Hole, MA","Web design, Statistical software, Oracle, SAS, R, SQL, Database design, C++, Machine learning, AI, Python",Master's degree,3 years,Mid-level,"$85,000 - $118,000 a year"
"Data Scientist , Customer Engagement Technology",Amazon.com Services LLC,"San Francisco, CA","MATLAB, SAS, Customer service, Big data, R, SQL, Analysis skills, Machine learning, Product management, Perl, Natural language processing, Scripting, AI, Python",N/A,2 years,Mid-level,"$125,500 - $212,800 a year"
Machine Learning Engineer- Data Scientist,Inuvo,California,"Computer Science, Data structures, Spark, Data analysis skills, Apache Hive, Java, Algorithms, SQL, Statistical analysis, AWS, Machine learning, Natural language processing, Data analytics, Software development, Scalability, Kafka, Data science, Python, Shell Scripting, Data Science, Hadoop","Doctoral degree, Doctor of Philosophy",3 years,Senior level,"$100,000 - $140,000 a year"
Data Scientist,Caterpillar,"Chicago, IL","Power BI, Sage, Data mining, NoSQL, Git, Tableau, Snowflake, SQL, AWS, Machine learning, Natural language processing, Python, MySQL",Master's degree,1 year,Senior level,"$95,640 - $155,400 a year"
Research Fellow -Artificial Intelligence,Mayo Clinic,"Rochester, MN","TensorFlow, PyTorch, Machine learning, Deep learning, Unity, Regression analysis, Data science, Machine learning libraries, AI, Python","Doctor of Medicine, Doctoral degree, Doctor of Philosophy",N/A,Senior level,"$68,564 - $80,210 a year"
AI Training for Operations Management and Research - AI Trainer,Outlier Ai,American Samoa,Writing skills,Bachelor's degree,N/A,Entry level,$35 an hour
Data Scientist (L4) - Content & Studio,Netflix,Remote,"R, Host/hostess experience, SQL, Machine learning, Data science, Communication skills, Python",N/A,2 years,Mid-level,"$170,000 - $720,000 a year"
Data Scientist,Appzlogic Mobility Solutions Pvt Ltd,"Hartford, CT","Databricks, Law, RESTful API, Spark, NumPy, Pandas, Programming languages, Analysis skills, Sentiment analytics, REST, OCR, Insurance claims assistance, Decision trees, Model training, Neural networks, Communication skills, Data manipulation, Python",N/A,7 years,Mid-level,$50 - $55 an hour
Data Scientist,Schlumberger,"Menlo Park, CA","TensorFlow, Data mining, Computer Science, Signal processing, PyTorch, Big data, Spark, R, Research, Algorithms, Machine learning, Distributed systems, Data analytics, Software development, Data science, Distributed computing, Machine learning frameworks, Communication skills, Python, Hadoop","Doctoral degree, Master's degree, Doctor of Philosophy",N/A,Senior level,N/A
AI/ML Applied Scientist II,Infinia ML,"Durham, NC",N/A,N/A,N/A,N/A,N/A
Machine Learning Engineer - AI Agent,Zoom,"Seattle, WA","TensorFlow, Computer Science, PyTorch, C++, C, Machine learning, Distributed systems, Deep learning, AI, Python",N/A,N/A,Mid-level,"$222,400 - $486,500 a year"
Applied AI Engineer,Gradient,"Burlingame, CA","Law, PyTorch, Financial services, AI, Python",N/A,1 year,Entry level,"$180,000 - $280,000 a year"
Data Science Engineer,AMS Corporation,"Knoxville, TN","Computer Science, Mathematics, Databases, C, Machine learning, AI, Python","Bachelor of Science, Bachelor's degree",N/A,Mid-level,N/A
Data Scientist - Simulation/Sports Modeling,PrizePicks,"Atlanta, GA","Statistics, Computer science, Rust, Java, SQL, C++, Machine learning, APIs, Python, Basketball",N/A,N/A,Mid-level,N/A
AI/Ml Engineer,Wipro Limited,"Mountain View, CA","Autoencoder, Research, Machine learning, CNN, Image classification, AI, Debugging",Bachelor's degree,N/A,Mid-level,"$66,000 - $99,000 a year"
Data Scientist | Pay,Machinify,California,N/A,N/A,N/A,N/A,"$220,000 - $260,000 a year"
Senior Data Scientist I,McKinsey & Company,"Atlanta, GA","R, Data analysis skills, SQL, Statistical analysis, Analysis skills, Machine learning, PostgreSQL, Regression analysis, Python, Debugging",N/A,N/A,Senior level,N/A
