Job Title,Company,Location,Skills,Education,Experience,Job Level,Salary
Algorithm Developer/Chemotrician,"Alakai Defense Systems, Inc.","Largo, FL","Microsoft Excel, Engineering, C#, Mathematics, Secret Clearance, English, Spectroscopy, Algorithms, Analysis skills, C++, Machine learning, Algorithm design, Organizational skills, AI, Leadership, Communication skills, Python, Time management",N/A,3 years,Senior level,"$100,000 - $200,000 a year"
Computer Scientist,Federal Bureau of Investigation,"Houston, TX","Top Secret Clearance, Working with 12th graders, Law, Computer Science, Calculus, TS/SCI, Leadership, University","Doctoral degree, Master's degree, Doctor of Law, Bachelor's degree, Doctor of Philosophy, Master of Laws",1 year,Mid-level,"$59,751 - $157,996 a year"
"Applied Scientist I, Scanless Tech, Amazon Robotics",Amazon.com Services LLC,"Westborough, MA","RDBMS, Oracle, Java, Algorithms, SQL, C++, Machine learning, Distribution center, Robotics, Python",N/A,N/A,Mid-level,N/A
LLM 算法工程师 - 中国,Ribo Consulting Services Co. Ltd,Remote,"TensorFlow, Law, Computer Science, PyTorch, Computer vision, Data analysis skills, Algorithms, Docker, Deep learning, Natural language processing, APIs, AI, Python",Master's degree,5 years,Senior level,"$4,000 - $7,000 a month"
Energy Research Scientist - AI Trainer,DataAnnotation,"Denton, TX","Bilingual, English, Physics, Chemistry, AI","Doctoral degree, Master's degree, Doctor of Philosophy",N/A,Mid-level,From $40 an hour
Temporary Researchers (Project Scientist Series) for Electrical and Computer Engineering,University of California Santa Barbara,"Santa Barbara, CA",Signal processing,"Doctoral degree, Doctor of Philosophy",N/A,Mid-level,"$96,300 - $250,000 a year"
Principal Scientist/Engineer- Field Ops (TS/SCI Clearance #25-025),"Strategic Analysis, Inc.","Arlington, VA",N/A,N/A,N/A,N/A,N/A
Senior Research Scientist - Advanced Systems,Peraton,"College Park, MD","Go, Computer Science, Research, Java, Algorithms, C, Machine learning, Quality control, Algorithm design, Software development, GitHub, Agile, Jenkins, Python","Doctoral degree, Bachelor of Science, Bachelor's degree, Doctor of Philosophy",4 years,Senior level,"$176,000 - $282,000 a year"
Senior Research Scientist - Digital Signal Processing,Peraton,"College Park, MD","MATLAB, Signal processing, Research, C++, C, Machine learning, Python","Doctoral degree, Bachelor of Science, Master's degree, Bachelor's degree, Doctor of Philosophy",8 years,Senior level,"$146,000 - $234,000 a year"
AI Planning Research Scientist,Peraton,"Silver Spring, MD",N/A,N/A,N/A,N/A,"$112,000 - $179,000 a year"
Siri Voice Prompting Trainer (AI Research Project),Lifewood Data Technology,"Nashville, TN",N/A,N/A,N/A,N/A,$15 - $20 an hour
"Applied Scientist, Learned Systems Group","Amazon Web Services, Inc.","Santa Clara, CA","Statistics, UNIX, Java, AWS, C++, Machine learning, Distributed systems, Software development, S3, Linux, Redshift, AI, Python","Doctoral degree, Master's degree, Doctor of Philosophy",3 years,Mid-level,"$136,000 - $223,400 a year"
Ingeniero de Inteligencia Artificial,Equity Solar,Puerto Rico,"TensorFlow, Spanish, PyTorch, English, AWS, Machine learning, Python",Associate's degree,N/A,N/A,"From $80,000 a year"
Sr R&D Engineer on Computational Geometry,"Lorentz Solution, Inc","Santa Clara, CA","Computer Science, Applied Mathematics, C++, Math, C, Geometry, Software development","Doctoral degree, Master's degree, Doctor of Philosophy",N/A,Senior level,"From $96,000 a year"
Principal / Sr. Principal Research and Advanced Design Test Engineer,Northrop Grumman,"Melbourne, FL","Microsoft Powerpoint, Top Secret Clearance, MATLAB, Management, Military, 5G, Special Access Program, Secret Clearance, Machine learning, Drafting, Python","Doctoral degree, Master's degree, Bachelor's degree, Doctor of Philosophy",1 year,Senior level,"$95,300 - $142,900 a year"
Senior Climate Research Scientist,"Mercury Insurance Services, LLC",Remote,"MATLAB, R, Data analysis skills, Ecological systems, Research, Fortran, Climate change, Climate information, Presentation skills, Machine learning, Communication skills, Python, Climate policy","Doctoral degree, Doctor of Philosophy",5 years,Senior level,"$105,245 a year"
"Research scientist, Foundation Model(LLM)",ByteDance,"San Jose, CA","Law, Data structures, Algorithms, Analysis skills, C++, C, Natural language processing, Model training, AI, Communication skills, Python",N/A,N/A,Senior level,"$145,000 - $355,000 a year"
"Postdoctoral Researcher – Ocean Monitoring System Design, Marine Science Institute, UCSB",University of California Santa Barbara,"Santa Barbara, CA","ArcGIS, Community engagement, Scientific research, R, System design, Stata, Ecology, Oceanography, Leadership, Communication skills, Python","Doctoral degree, Doctor of Philosophy",N/A,Senior level,"$66,737 - $77,179 a year"
Computer Scientist 1 (Scientist 1),Los Alamos National Laboratory,"Los Alamos, NM","Operating systems, Full-stack development, DevOps, C#, Java, Database design, C++, Russian, Q Clearance, JavaScript, Scrum, Software development, Agile, Integration testing, AI, Leadership, Communication skills, Python, Design patterns",Bachelor's degree,2 years,Mid-level,"$94,500 - $154,600 a year"
AI Scientist,GE HEALTHCARE,"Bellevue, WA","TensorFlow, Law, PyTorch, Spark, Quantization, Algorithms, C++, SSL, Machine learning, Supervised learning, Data analytics, AI, Python, MLOps, Hadoop","Doctoral degree, Master's degree, Doctor of Philosophy",3 years,Senior level,"$156,400 - $234,600 a year"
Technology Research Analyst with active TS/SCI Polygraph (must have polygraph to apply),Deloitte,United States,"Analysis skills, Leadership, Communication skills",Bachelor's degree,2 years,Mid-level,N/A
Research Security Analyst,Stony Brook University,"Stony Brook, NY","Microsoft Powerpoint, Search engines, Data mining, Research","Master's degree, Bachelor's degree",3 years,Mid-level,"$90,000 - $100,000 a year"
"Senior Applied Scientist, NeuroSymbolic","Amazon Web Services, Inc.","Boston, MA","Scikit-learn, TensorFlow, Internet of things, Spark, NumPy, R, Research, MXNet, Java, AWS, C++, Machine learning, Distributed systems, SciPy, S3, AI, Communication skills, Python, Hadoop","Doctoral degree, Doctor of Philosophy",5 years,Senior level,N/A
Computer Forensic Scientist,City of Minneapolis,"Minneapolis, MN","Report writing, Writing skills, Laboratory experience, Analysis skills, Driver's License, Laboratory techniques, Computer skills, Communication skills",Bachelor's degree,Under 1 year,Mid-level,$27.26 - $37.64 an hour
Advanced AI Research Scientist Manager,Accenture,"Mountain View, CA","TensorFlow, Statistics, Computer science, Law, Computer Science, PyTorch, C++, Machine learning, Deep learning, Business requirements, Machine learning libraries, AI, Python, Generative AI","Doctoral degree, Bachelor's degree, Doctor of Philosophy",5 years,Senior level,N/A
Computer Scientist,Adobe,"San Jose, CA","Photography, Adobe Photoshop, Adobe Lightroom, Computer Science, PyTorch, Computer vision, Mobile applications, iOS, R, C++, C, Adobe Premiere, APIs, Videography, Computer skills, AI, Communication skills, Python","Doctoral degree, Bachelor of Science, Master's degree, Bachelor's degree, Doctor of Philosophy, Master of Science",N/A,Entry level,"$142,700 - $257,600 a year"
Applied Researcher I,Capital One,"Cambridge, MA","Law, Computer Science, PyTorch, Quantization, Research, AWS, SSL, Machine learning, Deep learning, Natural language processing, Cloud computing, AI, Leadership","Doctoral degree, Master's degree, Doctor of Philosophy, Master of Science",2 years,Entry level,N/A
AIML - Research Scientist/Engineer (Robotics),Apple,"Santa Clara, CA","TensorFlow, Reinforcement learning, Computer Science, PyTorch, Computer vision, CAD, PCB, C++, Machine learning, SolidWorks, Manufacturing, AI, Robotics, Robotics, Python","Doctoral degree, Master's degree, Bachelor's degree, Doctor of Philosophy",N/A,Senior level,"$143,100 - $264,200 a year"
Music Generation Research Scientist,Adobe,"San Francisco, CA","Machine learning, AI, Machine learning frameworks, Communication skills","Doctoral degree, Master's degree, Doctor of Philosophy",N/A,Senior level,"$162,000 - $301,200 a year"
Applied AI Engineer – Computer Vision,Kodiak,"San Francisco Bay Area, CA","TensorFlow, PyTorch, Deep learning, Machine learning libraries, AI, Python","Doctoral degree, Bachelor of Science, Master's degree, Bachelor's degree, Doctor of Philosophy",2 years,Mid-level,"$150,000 - $250,000 a year"
PhD Research Scientist- AI and Machine Learning: Bayesian Modelling and Probabilistic Programming,Oracle,"Burlington, MA","Oracle, Computer Science, PyTorch, Research, Java, Analysis skills, Machine learning, AI, Multithreading, Machine learning frameworks, Communication skills, Python, Debugging","Doctoral degree, Doctor of Philosophy",N/A,Senior level,N/A
High Throughput Assay Senior Research Scientist (Screening & Data Analysis),Vertex Pharmaceuticals,"San Diego, CA","Biology, MATLAB, R, Data analysis skills, Analysis skills, Machine learning, AI, Communication skills, Python, Assays","Doctoral degree, Master's degree, Doctor of Philosophy",2 years,Senior level,"$117,000 - $175,500 a year"
Applied AI Researcher,Chai,"Palo Alto, CA","TensorFlow, PyTorch, AI, Python",N/A,N/A,Senior level,"$275,000 - $400,000 a year"
Applied Scientist,Adobe,"San Jose, CA","Computer Science, Research, Machine learning, Model training, AI, Video editing, Communication skills, Python","Doctoral degree, Master's degree, Doctor of Philosophy",N/A,Senior level,"$142,700 - $257,600 a year"
CPU Research Scientist - Platform Architecture,Apple,"Santa Clara, CA","Computer science, Computer Science, Research, C++, C, Machine learning, Parse, Computer Engineering, AI, Python","Doctoral degree, Bachelor of Science, Bachelor's degree, Doctor of Philosophy",3 years,Mid-level,"$143,100 - $264,200 a year"
Research Scientist - AI & Computer Vision - Aerospace Research,GE Aerospace,"Niskayuna, NY","Computer Science, Writing skills, Filing, Machine learning, GitHub, AI, Leadership, Python","Doctoral degree, Master's degree, Doctor of Philosophy",4 years,Mid-level,"$80,000 - $150,000 a year"
AIML - ML Research Scientist,Apple,"Santa Clara, CA","AI models, Computer science, Computer Science, Analysis skills, Machine learning, Research data collection, AI, Robotics, Communication skills, Generative AI","Doctoral degree, Doctor of Philosophy",N/A,Senior level,"$175,800 - $312,200 a year"
Research Scientist – Sustainable and Resilient Power Systems,Siemens,"Princeton, NJ","MATLAB, Engineering, English, Research, Application development, C++, Programmable logic controllers, EMT experience, Cloud development, Simulink, Research & development, Communication skills, Python, PSS/E",Master's degree,3 years,Senior level,"$90,510 - $155,160 a year"
Applied Scientist II,Microsoft,"Redmond, WA","Statistics, Statistics, C#, Research, Machine learning, Natural language processing, Predictive analytics, AI, TypeScript, Python","Doctoral degree, Master's degree, Bachelor's degree",1 year,Mid-level,"$98,300 - $208,800 a year"
Applied Scientist - Gaming,Microsoft,"Redmond, WA","TensorFlow, Statistics, Computer science, Reinforcement learning, Statistics, PyTorch, Computer vision, Research, Deep learning, Predictive analytics, Robotics","Doctoral degree, Master's degree, Bachelor's degree",1 year,Senior level,"$98,300 - $208,800 a year"
Research Engineer,AppLovin,"Palo Alto, CA","Machine learning, AI",N/A,Under 1 year,Entry level,"$137,000 - $205,000 a year"
Postdoctoral Research Associates - Electrical and Computer Engineering - Nanodevices and Integrated System Lab (2 positions),University of Massachusetts Amherst,"Amherst, MA","English, Analysis skills, Computer Engineering, Communication skills","Doctoral degree, Doctor of Philosophy",1 year,Senior level,N/A
"Machine Learning Research Engineer, Audio R&D",Apple,"Cambridge, MA","Signal processing, iOS, Research, C++, C, Machine learning, Mac OS, Training & development, Python, Software architecture",N/A,N/A,Mid-level,N/A
AI Research Scientist,Peraton,"Reston, VA","Secret Clearance, Git, Machine learning, PostgreSQL, Natural language processing, Model training, AI, Python","Doctoral degree, Bachelor of Science, Master's degree, Bachelor's degree, Doctor of Philosophy",Under 1 year,Entry level,"$80,000 - $128,000 a year"
"Applied Scientist, Learned Systems Group","Amazon Web Services, Inc.","Santa Clara, CA","Statistics, Research, Java, AWS, C++, Machine learning, Distributed systems, Deep learning, S3, Redshift, AI, Python","Doctoral degree, Master's degree, Doctor of Philosophy",3 years,Mid-level,"From $150,400 a year"
Computer Vision / Machine Learning Engineer,Apple,"Sunnyvale, CA","Computer science, Math, Machine learning, Physics","Doctoral degree, Bachelor of Science, Bachelor's degree, Doctor of Philosophy",3 years,Mid-level,"$143,100 - $264,200 a year"
Research Security Analyst,Stony Brook University,"Stony Brook, NY","Microsoft Powerpoint, Search engines, Data mining, Research","Master's degree, Bachelor's degree",3 years,Mid-level,"$90,000 - $100,000 a year"
Machine Learning Applied Research Scientist,Apple,"Cupertino, CA",N/A,N/A,N/A,N/A,"$143,100 - $264,200 a year"
Sr R&D Engineer on Computational Geometry,"Lorentz Solution, Inc","Santa Clara, CA","Computer Science, Applied Mathematics, C++, Math, C, Geometry, Software development","Doctoral degree, Master's degree, Doctor of Philosophy",N/A,Senior level,"From $96,000 a year"
"Research Scientist, Computer Vision",Snapchat,"Los Angeles, CA","Statistics, Computer science, Computer vision, Research, C++, C, Machine learning, Research data collection, Leadership, Python","Doctoral degree, Doctor of Philosophy",N/A,Senior level,"$147,000 - $259,000 a year"
Audio AI Research Engineer,Adobe,"San Francisco, CA",N/A,N/A,N/A,N/A,"$162,000 - $301,200 a year"
Research Scientist,Orby AI,California,"Growing experience, Data structures, Algorithms, Machine learning, Natural language processing, AI",N/A,4 years,Mid-level,"$150,000 - $300,000 a year"
"Research Perception Scientist, Computer Vision and Machine Learning",Bright Machines,"San Francisco, CA","Computer science, Statistical analysis, C++, C, Machine learning, Computer Engineering, Python","Doctoral degree, Doctor of Philosophy",1 year,Mid-level,"$190,000 - $230,000 a year"
"Staff Data Scientist, Research, Applied Research",Google,"Mountain View, CA","Statistics, R, SQL, Statistical analysis, Python, Data Science, Analytics","Doctoral degree, Master's degree, Doctor of Philosophy",3 years,Senior level,N/A
3D Computer Vision Staff Scientist or Engineer,Xyken,"McLean, VA","GLSL, Mechanical engineering, Computer vision, System design, Laboratory experience, Objective-C, Algorithms, C++, Machine learning, Algorithm design, OpenCV, Computer skills, Industrial laboratory experience, AI, Communication skills","Master's degree, Master of Science",2 years,Mid-level,N/A
Research and Development Engineer 2,UCLA,"Los Angeles, CA","Rust, CSS, Git, PCB, SQL, C++, Astronomy, Docker, C, JavaScript, Physics, SolidWorks, Linux, Communication skills, Python, HTML",Bachelor's degree,N/A,Mid-level,"$76,200 - $158,800 a year"
AI/ML Developer for Computer Tomography Baggage Scanning,SureScan Corporation,"Boxborough, MA","Scikit-learn, TensorFlow, MATLAB, Computer Science, PyTorch, Computer vision, Algorithms, Analysis skills, C++, Machine learning, Feature extraction, Distributed systems, Deep learning, X-Ray, Keras, Distributed computing, Machine learning libraries, AI, Communication skills, Python","Master's degree, Bachelor's degree",N/A,Mid-level,"$90,000 - $180,000 a year"
Machine Learning Research Engineer - Computer Vision/Computational Photography,Apple,"Cupertino, CA","Photography, TensorFlow, PyTorch, Computer vision, C++, C, Machine learning, Deep learning, Communication skills, Python","Doctoral degree, Master's degree, Doctor of Philosophy",N/A,Senior level,"$143,100 - $264,200 a year"
Hewlett Packard Labs - Machine Learning Research Scientist - Early Career,Hewlett Packard Enterprise,"Milpitas, CA","Reinforcement learning, TCP, Computer Science, PyTorch, Full-stack development, Sales, Data structures, Research, Application development, Algorithms, Machine learning, Deep learning, Natural language processing, Django, Intellectual property law, Data science, Flask, AI, Research & development, Python","Doctoral degree, Doctor of Philosophy",N/A,Entry level,"$117,500 - $270,000 a year"
"NISQ Application Research Scientist, Quantum AI",Google,"Goleta, CA","Data mining, Spectroscopy, Physics, Natural language processing, Quantum engineering, AI, Python","Doctoral degree, Doctor of Philosophy",2 years,Senior level,N/A
Assistant Statistical Research Scientist,Denver Health,"Denver, CO","Statistics, Analysis skills, Math, Epidemiology, Organizational skills, Communication skills",Doctoral degree,1 year,Entry level,"$104,800 - $162,400 a year"
"Research Scientist, Computer Vision",TikTok,"San Jose, CA","2D animation, Computer vision, Research, C++, C, AI, Python, Editing",N/A,3 years,Mid-level,"$194,000 - $410,000 a year"
Signal and Information Processing and Modeling Engineering Scientist R37135,Applied Research Laboratories,"Austin, TX","MATLAB, Signal processing, R, Data analysis skills, Mathematics, Bash, Algorithms, Statistical analysis, Analysis skills, C++, Attention to detail, Algorithm design, Physics, Linux, Intelligence experience, Shell Scripting",Bachelor's degree,3 years,Mid-level,"$104,000 - $174,000 a year"
"Research Scientist, AI & Machine Learning (PhD)",Oracle,"Burlington, MA","Computer science, Oracle, Computer Science, PyTorch, Research, Java, Analysis skills, Machine learning, AI, Multithreading, Machine learning frameworks, Communication skills, Python, Debugging","Doctoral degree, Doctor of Philosophy",N/A,Senior level,N/A
Advanced AI Research Scientist Manager,Accenture,"Mountain View, CA","TensorFlow, Statistics, Computer science, Law, Computer Science, PyTorch, C++, Machine learning, Deep learning, Business requirements, Machine learning libraries, AI, Python, Generative AI","Doctoral degree, Bachelor's degree, Doctor of Philosophy",5 years,Senior level,N/A
Academic Research Assistant (Mathematics)- AI Trainer,DataAnnotation,"Oxnard, CA","Calculus, English, Data science, AI","Doctoral degree, Master's degree, Doctor of Philosophy",N/A,Entry level,From $40 an hour
"Research Engineer, Robot Character",1X Technologies AS,"Palo Alto, CA",N/A,N/A,N/A,N/A,"$130,000 - $250,000 a year"
Senior Computer Vision Engineer,Verus Research,United States,"TensorFlow, Signal processing, PyTorch, Computer vision, Algorithms, C++, Machine learning, Object detection, Deep learning, Electrical Engineering, Communication skills, Python",Master's degree,5 years,Senior level,"$130,000 - $180,000 a year"
"Research Scientist, Google Research",Google,"New York, NY","Computer science, Data mining, Computer Science, Data structures, R, Research, Java, C++, JavaScript, Natural language processing, Python","Doctoral degree, Doctor of Philosophy",1 year,Senior level,N/A
"Software Engineer, Systems Research, PhD, Early Career",Google,"Sunnyvale, CA","Computer science, Go, Computer Science, System design, Research, Java, C++, C, Machine learning, JavaScript, Distributed systems, Computer Engineering, Python","Doctoral degree, Doctor of Philosophy",N/A,Senior level,N/A
Staff AI/ML Research Engineer,P-1 AI,"San Francisco, CA",N/A,N/A,N/A,N/A,"$200,000 a year"
"LLM Research Engineer, Model Optimization and Algorithms Development",Apple,"Seattle, WA","AI models, Rust, Go, Management, Law, Objective-C, Quantization, Java, C++, C, Machine learning, Computer networking, Swift, AI, Communication skills, Python, Generative AI, Debugging","Doctoral degree, Bachelor of Science, Bachelor's degree, Doctor of Philosophy",3 years,Senior level,"$135,400 - $250,600 a year"
"Senior Engineer - Generative AI , Python - Research & Development - Technology Community Office",Amex,"Palo Alto, CA","Computer science, Computer Science, Encryption, Software development, AI, Python, Generative AI, SDLC",Bachelor's degree,7 years,Senior level,"$110,000 - $190,000 a year"
Research Scientist-Computational and Applied Mathematics,SRI International,"Menlo Park, CA","MATLAB, R, Mathematics, Secret Clearance, Algorithms, C++, C, Physics, Quantum engineering, AI, Communication skills, Python","Doctoral degree, Doctor of Philosophy",N/A,Senior level,"$109,590 - $163,015 a year"
Computer Vision/Machine Learning Algorithm Engineer,Apple,"Sunnyvale, CA","TensorFlow, PyTorch, Computer vision, Machine learning, Organizational skills, Machine learning frameworks, Communication skills, Python","Doctoral degree, Bachelor of Science, Master's degree, Bachelor's degree, Doctor of Philosophy",3 years,Mid-level,"$143,100 - $264,200 a year"
Research Engineer,Adobe,"San Francisco, CA","Computer Science, Signal processing, Software deployment, Audio and Video Processing, Adobe Premiere, Model training, AI, Communication skills, Python","Doctoral degree, Master's degree, Doctor of Philosophy",N/A,Mid-level,"$182,900 - $334,500 a year"
"Research Scientist, Responsible AI",TikTok,"San Jose, CA","Computer Science, C++, Machine learning, Software development, AI, Leadership, Communication skills, Python",Bachelor's degree,1 year,Mid-level,"$126,000 - $221,760 a year"
AI Researcher,CardinalTalent,Remote,"TensorFlow, Reinforcement learning, PyTorch, Software deployment, Research, C++, Machine learning, Distributed systems, Distributed computing, AI, Python",N/A,N/A,Senior level,"Up to $1,000,000 a year"
AI Perception Algorithm Engineer/Scientist,Black Sesame Technologies Inc,"San Jose, CA","Mandarin, Computer Science, Computer vision, English, Research, C++, Machine learning, Deep learning, Training & development, Chinese, AI, Research & development, Python","Doctoral degree, Master's degree, Doctor of Philosophy",1 year,Mid-level,"$130,000 - $400,000 a year"
Computer Vision Scientist (multiple levels/openings),percipient.ai,"Santa Clara, CA","Computer Science, Computer vision, C++, Machine learning, Object detection, Computer networking, Software development, AI, Python","Doctoral degree, Doctor of Philosophy",5 years,Senior level,"$155,000 - $300,000 a year"
R&D AI Engineer - Computer Vision & Surgical Robotics,Philips,"Cambridge, MA","Computer science, Computer Science, Computer vision, Surgery, Analysis skills, C++, Product development, Machine learning, Product management, AI, Robotics, Communication skills, Python, FDA regulations, Time management","Doctoral degree, Master's degree, Doctor of Philosophy",3 years,Mid-level,"$126,000 - $201,000 a year"
"Research Engineer, Applied AI",Aleph,Remote,"Data structures, NetSuite, Algorithms, B2B, SaaS, AI, TypeScript, Communication skills, Python, Analytics",N/A,N/A,Senior level,"$147,000 - $245,000 a year"
"Senior Applied Scientist, NeuroSymbolic","Amazon Web Services, Inc.","Boston, MA",N/A,N/A,N/A,N/A,N/A
Software Engineer - Computer Vision,Verkada,"San Mateo, CA","TensorFlow, Computer science, Computer Science, Data structures, Research, C++, Software development, Agile, Keras, Caffe",Bachelor's degree,2 years,Mid-level,"$130,000 - $300,000 a year"
Sr R&D Engineer on Computational Geometry,"Lorentz Solution, Inc","Santa Clara, CA","Computer Science, Applied Mathematics, C++, Math, C, Geometry, Software development","Doctoral degree, Master's degree, Doctor of Philosophy",N/A,Senior level,"From $96,000 a year"
Research Engineer - Machine Learning for Behavioral AI,Oculus,"Redmond, WA","Computer science, Computer Science, Signal processing, PyTorch, Computer vision, R, Research, C++, Machine learning, Deep learning, Computer Engineering, OpenCV, Software development, Unity, AI, Machine learning frameworks, Python","Doctoral degree, Bachelor's degree, Doctor of Philosophy",2 years,Senior level,$70.67 an hour
Perception Engineer – ML/CV and Algorithms,WeRide.ai,"San Jose, CA","Management, Data analysis skills, Algorithms, C++, Machine learning, Multithreading, Communication skills",N/A,N/A,Senior level,"$130,000 - $182,000 a year"
R&D Engineer II - Deep Learning Physics,Ansys,"Apex, NC","Scikit-learn, TensorFlow, Computer science, PyTorch, Computer vision, Engineering, C++, Geometry, Deep learning, Software development, Python","Doctoral degree, Bachelor of Science, Master's degree, Bachelor's degree, Doctor of Philosophy",N/A,Senior level,N/A
3D Computer Vision Researcher,Kitware,"Clifton Park, NY","Computer Science, Calibration, TS/SCI, Algorithms, C++, Geometry, Algorithm design, Software development, AI, Python","Doctoral degree, Doctor of Philosophy",N/A,Senior level,"$125,000 - $170,000 a year"
"AI Researcher, 2025 Graduate U.S.",Atlassian,"San Francisco, CA","Computer Science, PyTorch, NumPy, Research, Pandas, Machine learning, Deep learning, Matplotlib, Natural language processing, Agile, AI, Python","Doctoral degree, Bachelor's degree, Doctor of Philosophy",N/A,Entry level,"$143,900 - $231,100 a year"
Research Assistant,Oakland University,"Rochester, MI","Computer Science, IT, Cybersecurity","Doctoral degree, Master's degree, Doctor of Philosophy",2 years,Mid-level,$25 an hour
Applied Generative AI Scientist,Signify,"Burlington, NC","Computer Science, Applied Mathematics, Algorithms, Machine learning, Deep learning, AI, Communication skills, Python, Generative AI","Doctoral degree, Master's degree, Doctor of Philosophy",2 years,Senior level,"$116,700 - $171,160 a year"
AI Robotics Research Engineer,Nimble Robotics,"San Francisco, CA","Computer science, System architecture, Deep learning, AI, Robotics","Master's degree, Master of Science",N/A,Senior level,"$160,000 - $220,000 a year"
"Early Career Computer Science - Astrodynamics / Algorithm Development, Onsite",Sandia National Laboratories,"Albuquerque, NM","MATLAB, Computer Science, Data analysis skills, Git, Windows, DoD experience, Java, Algorithms, Analysis skills, C++, Q Clearance, Machine learning, Software development, Linux, TS/SCI with Polygraph, Communication skills, Python","High school diploma or GED, Bachelor's degree, Associate's degree",4 years,Entry level,"$99,400 - $193,600 a year"
Data Science Research and Development Engineer,Penn State University,"University Park, PA","MATLAB, TS/SCI, R, Git, DoD experience, Java, Algorithms, Analysis skills, C++, Machine learning, Physics, Leadership, Communication skills, Python","Master's degree, Bachelor's degree",11+ years,Senior level,"$123,200 - $219,600 a year"
PhD - Research Assistant - Computer Science,The University of Texas Rio Grande Valley,"Edinburg, TX",N/A,"Doctoral degree, Doctor of Philosophy",N/A,Mid-level,N/A
Research Scientist Graduate (Monetization GenAI - Multimodality) - 2025 Start (PhD),TikTok,"San Jose, CA","Computer Science, Research, Machine learning, Organizational skills, AI","Doctoral degree, Doctor of Philosophy",N/A,Entry level,"$145,000 - $250,000 a year"
"MTS, Applied Scientist",Delphina,"San Francisco, CA","Law, Spark, Snowflake, Pandas, Jupyter, Machine learning, Data management, Feature extraction, Manufacturing, AI",N/A,N/A,Senior level,N/A
