Job Title,Company,Location,Skills,Education,Experience,Job Level,Salary
Associate Security Software Engineer,Disney,"Orlando, FL","Computer Science, React, UNIX, Process improvement, Information Systems, Google Cloud Platform, Information security, Bash, AWS, Continuous improvement, JavaScript, PostgreSQL, YAML, Scripting, Organizational skills, Vulnerability management, Front-end development, Linux, JSON, TypeScript, Python, PowerShell, Shell Scripting, GIS",Bachelor's degree,N/A,Mid-level,N/A
"Software Engineer, Macro Middle Office Technology",Point72,"New York, NY","CI/CD, C#, Test-driven development, .NET, SQL, Analysis skills, Software development, Agile, Financial services, Communication skills, SDLC",N/A,3 years,Mid-level,"$200,000 - $250,000 a year"
"Software Engineer, Digital Experience",Tesla,"Fremont, CA","Computer science, Data modeling, Go, Computer Science, Machine learning, Natural language processing, AI, Communication skills, Python",N/A,N/A,Mid-level,"$133,440 - $200,160 a year"
Software Engineer - ASPX,ProFocus,United States,"Visual Basic, Relational databases, SQL, JavaScript, ECMAScript, Agile, jQuery, HTML",N/A,2 years,Mid-level,$55 - $65 an hour
Software Engineer,JPMorganChase,"Chicago, IL","CI/CD, SSO, Computer science, Oracle, Computer Science, UNIX, Git, J2EE, Java, SOAP, SQL, AWS, Splunk, REST, LDAP, Scripting, Organizational skills, Computer Information Systems, Agile, Linux, Unit testing, Maven, Jenkins, Spring, Shell Scripting, Active Directory, Hibernate, Identity & access management, SDLC",Bachelor's degree,2 years,Mid-level,"$128,200 - $155,000 a year"
Software Engineer II (Remote),KLDiscovery,United States,"ASP.NET Core, Computer Science, CSS, Writing skills, C#, Windows, Docker, PostgreSQL, Angular, ISO 27001, Linux, Research data collection, TypeScript, HTML","Bachelor of Science, Bachelor's degree",N/A,Mid-level,"$85,000 - $110,000 a year"
Software Engineer,Expleo,"Rochester, MN","CI/CD, Cloud infrastructure, Azure, Go, Law, Computer Science, Kubernetes, RESTful API, Software deployment, DevOps, C#, Google Cloud Platform, Java, Microservices, Database design, C++, Docker, Machine learning, Terraform, APIs, Root cause analysis, AI, Python",Bachelor's degree,1 year,Mid-level,"$111,000 - $121,000 a year"
Software Development Engineer - Front-end,Adobe,"Lehi, UT","Computer science, React, JavaScript, TypeScript, Communication skills, SDLC",Bachelor's degree,1 year,Mid-level,"$93,200 - $170,600 a year"
Entry Level Software Engineer,Amentum,"Fredericksburg, VA","Jira, DevOps, C#, Employment & labor law, Secret Clearance, Git, C++, Confluence, Software development, Agile, GitLab, SDLC",Bachelor's degree,N/A,Entry level,N/A
Software Developer 1 (Hybrid/Remote Opportunity),Stanford University,"Stanford, CA","Full-stack development, AI",Bachelor's degree,3 years,Mid-level,"$86,180 - $129,259 a year"
Software Engineer,Microsoft,"Mountain View, CA","Computer science, Law, Computer Science, C#, Java, C++, C, Machine learning, JavaScript, Data analytics, Data science, AI, Python",Bachelor's degree,N/A,Mid-level,"$81,900 - $174,600 a year"
Senior Software Engineer - Sustainability,Workiva,Remote,"Spring Boot, Computer science, Kotlin, Dart, Software troubleshooting, Kubernetes, Data structures, Java, OOP, Continuous improvement, Distributed systems, Software development, Agile, Service-oriented architecture, TypeScript, Communication skills, Spring, Debugging",Bachelor's degree,4 years,Mid-level,"$111,000 - $178,000 a year"
Automation Engineer - AI Trainer,DataAnnotation,"Springfield, MA","Writing skills, C#, English, SQL, C++, JavaScript, Swift, AI, Grammar Experience, Python, HTML",Bachelor's degree,N/A,Mid-level,From $40 an hour
Software Engineer,PayPal,"San Jose, CA","Spring Boot, CI/CD, Computer science, Azure, Node.js, Computer Science, React, Kubernetes, RESTful API, DevOps, Data structures, NoSQL, Git, Google Cloud Platform, Java, Microservices, SQL, OOP, AWS, Docker, Distributed systems, User acceptance testing, Financial services, Integration testing, Spring, Debugging, Hibernate, Design patterns","Master's degree, Bachelor's degree",3 years,Mid-level,"$60,900 - $147,400 a year"
Software Engineering Teaching Assistant,SEO Scholars,"New York, NY","Jira, Computer science, CSS, Data structures, Tutoring, Trello, Working with high schoolers, Algorithms, Bootcamp, JavaScript, SEO, Flask, Python, Teaching, Debugging, HTML","High school diploma or GED, Higher education teaching",1 year,Entry level,$50 an hour
Software Development Advisor,Intone Networks,Remote,N/A,N/A,1 year,Entry level,N/A
IT Cloud Engineer,University of North Carolina at Chapel Hill,"Chapel Hill, NC","CI/CD, Power BI, Cloud infrastructure, Azure, Cloud architecture, AWS, Data analytics, Organizational skills, AI, Data warehouse","Master's degree, Bachelor's degree",1 year,Mid-level,"$74,500 - $126,500 a year"
Cloud Engineer II,Mastercard,"O'Fallon, MO","XML, Load balancing, PaaS, Information security, Software development, APIs, Linux, vSphere, Workday",Bachelor's degree,1 year,Mid-level,"$92,000 - $147,000 a year"
Engineer - Software,JLG,"Greencastle, PA","MATLAB, Computer Science, Engineering, SQL, C++, C, JavaScript, JSON, Communication skills, Python",Bachelor's degree,Under 1 year,Mid-level,"$68,600 - $106,300 a year"
Full Stack Software Engineer,Allstate,United States,"CI/CD, Computer science, Go, React, Full-stack development, Big data, NoSQL, Test-driven development, Responsive web design, .NET, Java, OOP, Supervising experience, JavaScript, Continuous integration, Redux, Ruby, Software development, Python, Spring",Bachelor's degree,N/A,Mid-level,"$62,800 - $114,175 a year"
Software Engineer ll,Hertz,"Seattle, WA","Computer science, Computer Science, Data structures, Communication skills, SDLC","Bachelor of Science, Bachelor's degree",2 years,Mid-level,"$120,000 - $150,000 a year"
"Software Engineer in Hopkins, Minnesota.",U.S. Bank National Association,"Hopkins, MN","Spring Boot, CI/CD, Computer science, Oracle, Computer Science, JUnit, Cassandra, React, Test-driven development, GitLab CI/CD, Java, OOP, Docker, Scala, JPA, REST, Software development, Multithreading, Jenkins, GitLab, Spring, Hibernate, Spring MVC","Master's degree, Bachelor's degree",2 years,Mid-level,"$119,765 - $154,990 a year"
Software Engineer,Capgemini,"Waukesha, WI","Management, English, Build automation, Analysis skills, C++, Nessus, C, Continuous integration, Perl, Computer Engineering, Scripting, Software development, Linux, Unit testing, Communication skills, Python, Shell Scripting, SDLC, Design patterns","Bachelor of Science, Bachelor's degree",4 years,Mid-level,$30.05 - $46.95 an hour
Software Engineer (Remote),Frontdoor,United States,"CI/CD, Computer science, Go, Computer Science, Data structures, NoSQL, Git, .NET, Algorithms, SQL, AWS, Docker, Product development, Machine learning, Conflict management, Ruby, Agile, Electrical Engineering, Python, Design patterns","High school diploma or GED, Bachelor's degree",2 years,Mid-level,"$80,000 - $100,000 a year"
Software Engineer Analyst - AI Trainer,DataAnnotation,"Sacramento, CA","Writing skills, C#, English, SQL, C++, JavaScript, Swift, AI, Grammar Experience, Python, HTML",Bachelor's degree,N/A,Mid-level,From $40 an hour
Software Development Engineer,Delta Airlines,"Atlanta, GA","CI/CD, Cloud infrastructure, Computer Science, DevOps, Git, Test-driven development, Information Systems, Application development, AWS, GitHub, Agile, SDLC","High school diploma or GED, Bachelor's degree",3 years,Mid-level,N/A
Cloud Software Engineer,Stanford Health Care,"Newark, CA","Web design, CI/CD, AJAX, Azure, Information Science, CSS, Software Engineering, React, Full-stack development, Software deployment, DevOps, Data structures, Git, Responsive web design, Algorithms, AWS, JavaScript, Terraform, ECMAScript, Angular, Construction, JSON, Unit testing, jQuery, HTML, Design patterns",Bachelor's degree,2 years,Mid-level,$64.58 - $85.57 an hour
Senior Electrical/Embedded Engineer,Scanogen Inc.,"Windsor Mill, MD","MATLAB, Microsoft Excel, CAD, Electrical engineering, FreeRTOS, Microcontrollers, Electrical experience, Electrical systems, Simulink, RTOS, Software development, Electrical Engineering, Communication skills",Bachelor's degree,6 years,Senior level,"$110,000 - $150,000 a year"
Associate Frontend Engineer,Cadent,"San Jose, CA","Management, Node.js, CSS, React, Web development, Customer service, C#, JavaScript, Redux, Angular, AI, HTML",N/A,1 year,Entry level,"$100,000 - $115,000 a year"
Sr Principal Embedded Security Software Eng-Gskit,Raytheon,"Tucson, AZ","Management, Computer Science, Software Engineering, Kanban, FPGA, UNIX, Configuration management, C++, C, Computer hardware, Embedded software, Perl, Computer Engineering, Scrum, Agile, Computer skills, Linux, Communication skills, Python","Master's degree, Bachelor's degree",10 years,Senior level,"$124,000 - $250,000 a year"
Software Engineer II,PlayStation Global,"San Francisco Bay Area, CA","Spring Boot, CI/CD, Computer science, Elasticsearch, Microsoft Excel, Cassandra, Kubernetes, XML, Software deployment, Tomcat, Java, Microservices, AWS, Docker, REST, Organizational skills, Software development, Agile, JSON, Kafka, Communication skills, Spring, MySQL",Bachelor's degree,3 years,Mid-level,"$158,900 - $238,300 a year"
Software Development Engineer,Kratos Defense,"Colorado Springs, CO","CI/CD, Top Secret Clearance, Software Engineering, Software troubleshooting, Kubernetes, Full-stack development, Relational databases, TS/SCI, C#, Microsoft SQL Server, Windows, Java, SQL, PHP, C++, Docker, C, JavaScript, Scripting, Computer networking, Software development, Agile, Linux, Leadership, Python, SDLC","Bachelor of Science, Bachelor's degree",1 year,Mid-level,"$80,000 - $125,000 a year"
Software Engineer (Backend/Fullstack) - Early in Career,Splunk,Colorado,"CI/CD, Azure, Go, Computer Science, Software Engineering, Kubernetes, RESTful API, Writing skills, Git, Test-driven development, Google Cloud Platform, Java, AWS, Docker, Splunk, REST, Integration testing, Communication skills, Python","Master's degree, Bachelor's degree",2 years,Entry level,"$119,200 - $163,900 a year"
Programmer II,William & Mary,"Williamsburg, VA","CRM software, Computer science, Computer Science, Software troubleshooting, Relational databases, C#, Java, Databases, SQL, PHP, OOP, JavaScript, Alignment, Organizational skills, IT, Systems analysis, Operations, Communication skills, Information Technology","Master's degree, Bachelor's degree",1 year,Mid-level,"$70,000 - $80,000 a year"
Full Stack Engineer,Apple,"Cupertino, CA","Node.js, CSS, React, Kubernetes, RESTful API, Full-stack development, Software deployment, Docker, C, Confluence, JavaScript, PostgreSQL, Network protocols, Continuous integration, S3, SQLite, TypeScript, Python, HTML",N/A,N/A,Mid-level,"$121,900 - $214,500 a year"
Software Engineer 1,Onto Innovation,"Milpitas, CA","Computer Science, Software Engineering, Software troubleshooting, Java, C++, JavaScript, Scrum, Software development, Agile, Communication skills, Python","Master's degree, Bachelor's degree",N/A,Entry level,N/A
Machine Learning Engineer,Johnson & Johnson,"New Brunswick, NJ","TensorFlow, CI/CD, Computer science, Management, PyTorch, DevOps, Spark, R, Java, Bash, Algorithms, SQL, C++, C, Machine learning, Distributed systems, Scala, Deep learning, Natural language processing, Model training, Distributed computing, Business requirements, AI, Jenkins, Communication skills, Python, Shell Scripting","AWS Certification, Master's degree, Bachelor's degree",N/A,Mid-level,"$106,250 - $143,750 a year"
Junior Front-End Software Developer,"Modern Technology Solutions, Inc.","Wright-Patterson AFB, OH","CI/CD, React, Web development, DevOps, Secret Clearance, Git, Google Cloud Platform, GitLab CI/CD, Java, JavaScript, Back-end development, REST, Angular, GitHub, GraphQL, Vue.js, AI, GitLab, Communication skills, Python",Bachelor's degree,Under 1 year,Entry level,"$100,000 - $160,000 a year"
Full Stack Engineer,Adobe,"San Jose, CA","Management, Full-stack development, JavaScript, Python",N/A,N/A,Mid-level,"$113,400 - $206,300 a year"
Software Engineer,Internet Archive,United States,"Computer Science, Git, PHP, PostgreSQL, Redis, Ubuntu, Linux, Communication skills, NGINX",N/A,5 years,Senior level,"$80,000 - $135,000 a year"
Jr. Software Developer,Nova Dynamics,"Philomath, OR","Node.js, CSS, MCP, Full-stack development, Writing skills, R, C++, Software development, Linux, Communication skills, Python, Editing, HTML",N/A,Under 1 year,Entry level,"$85,000 a year"
Frontend Engineer,Tarro,"Menlo Park, CA",N/A,N/A,N/A,N/A,"$180,000 - $250,000 a year"
Cloud Engineer - AI Trainer,DataAnnotation,"Buffalo, NY","Writing skills, C#, English, SQL, C++, JavaScript, Swift, AI, Grammar Experience, Python, HTML",Bachelor's degree,N/A,Mid-level,From $40 an hour
Software Engineer II,Disney Entertainment & ESPN Technology,"San Francisco, CA","Web accessibility, Node.js, Computer Science, React, Test-driven development, Information Systems, AWS, JavaScript, Product management, Sports, APIs, Agile, TypeScript, Communication skills, Debugging",Bachelor's degree,3 years,Mid-level,"$114,900 - $154,100 a year"
"Frontend Engineer, Vehicle UI",Tesla,"Hawthorne, CA","CSS, React, UI design, JavaScript, Angular, Unity, Scalability, HTML",N/A,N/A,Mid-level,"$106,400 - $188,100 a year"
Sr Software Engineer,Lowe's,"Charlotte, NC","Spring Boot, CI/CD, Computer Science, React, Sales, DevOps, Java, Microservices, ITIL, Computer Information Systems, Software development, APIs, Agile, IT, Web services, UI, Systems analysis, Middleware, Business requirements, SDLC",Bachelor's degree,4 years,Mid-level,"$95,100 - $180,700 a year"
Software Development Engineer,Amazon.com Services LLC,"San Luis Obispo, CA","Computer Science, AWS, Cloud security, Software development, Cloud computing",Bachelor's degree,1 year,Entry level,"$99,500 - $200,000 a year"
Software Developer (Remote),Colonial Electric Supply,"King of Prussia, PA","React, Customer service, C#, SSRS, Communication skills",N/A,N/A,Mid-level,N/A
Software Engineering,GE Vernova,"Bellevue, WA","Computer Science, Data structures, Lean, Continuous integration, Agile, Web services, SDLC",Bachelor's degree,Under 1 year,Entry level,N/A
Java Developer,Intone Networks,"Charlotte, NC",Java,N/A,N/A,Mid-level,$62 an hour
Backend Software Engineer,Wing,"Palo Alto, CA","Computer science, Computer Science, Software Engineering, C#, Java, C++, Software development",Bachelor's degree,1 year,Mid-level,"$114,000 - $211,000 a year"
"C++ Software Engineer, Early in Career (April 2025 start date)",Splunk,Colorado,"CI/CD, Azure, Computer Science, Software Engineering, Kubernetes, RESTful API, Writing skills, Git, Test-driven development, Google Cloud Platform, AWS, C++, Docker, Splunk, REST, Integration testing, Communication skills","Master's degree, Bachelor's degree",1 year,Entry level,"$95,360 - $163,900 a year"
Sr Software Engineer - AWS,Southwest Airlines,"Dallas, TX","Computer science, Operating systems, Engineering, English, AWS, Mentoring, Software development, Business, Leadership, Communication skills, Negotiation","High school diploma or GED, Bachelor's degree",N/A,Senior level,"From $134,750 a year"
Entry-level IT Developer (Mandarin),International Bank,"New York, NY","Mandarin, Oracle, Computer Science, Microsoft SQL Server, SQL, Analysis skills, Database management, PostgreSQL, Scripting, Communication skills, Banking, Python, PowerShell, Information Technology",Bachelor's degree,Under 1 year,Entry level,$34 - $40 an hour
Software Engineer I/II IT Cloud M365 (Entry Level),General Dynamics Electric Boat,"Groton, CT","Computer science, Software Engineering, Computer Engineering, Scripting, ServiceNow, Python, PowerShell","Bachelor of Science, Bachelor's degree",Under 1 year,Entry level,N/A
Backend Engineer,Bevel,"New York, NY","TypeScript, Python",N/A,N/A,Mid-level,"$120,000 - $160,000 a year"
Jr. Software Engineer,Spontigo,"Vineyard, UT",N/A,N/A,N/A,N/A,$15 - $25 an hour
Software Engineer (Hybrid),Homebase,"Denver, CO","Analysis skills, Ruby, AI, Communication skills",N/A,N/A,Mid-level,"$99,900 - $110,000 a year"
Software Development Engineer in Test II,FloQast,United States,"CI/CD, Node.js, React, RESTful API, Full-stack development, Jest, Selenium, MongoDB, AWS, JavaScript, GitHub, S3, AI, SDLC",N/A,1 year,Mid-level,"$97,500 - $132,500 a year"
Backend Engineer,Teleskope,United States,"Computer science, Data modeling, Go, Java, Databases, Back-end development","Bachelor of Science, Bachelor's degree",2 years,Mid-level,"$100,000 - $140,000 a year"
Software Engineer - Java/React,Lowe's,"Charlotte, NC","CI/CD, Computer science, Computer Science, React, Sales, DevOps, Java, Microservices, BDD, ITIL, Redux, Organizational skills, Computer Information Systems, Software development, APIs, Agile, IT, UI, Middleware, SDLC",Bachelor's degree,2 years,Mid-level,"$75,300 - $143,100 a year"
Software Development Engineer in Test,FlexTrade,"Great Neck, NY","C#, Bash, Continuous integration, Software development, Linux, Python, Shell Scripting",Bachelor's degree,Under 1 year,Entry level,"$80,000 - $100,000 a year"
Entry Level Software Developer,Property Matrix,"Culver City, CA","Computer Science, CSS, Software troubleshooting, React, Web development, Selenium, Research, Java, SQL, Ruby on Rails, JavaScript, Computer Engineering, Communication skills, Python, HTML",Bachelor's degree,N/A,Entry level,"$50,000 - $80,000 a year"
Software Development Engineer in Test,Adobe,"San Jose, CA","CI/CD, Computer science, CSS, React, Full-stack development, Selenium, JavaScript, ECMAScript, Agile, HTML","Bachelor of Science, Bachelor's degree",5 years,Mid-level,"$113,400 - $206,300 a year"
Software Engineer II,Warner Bros. Discovery,"New York, NY","CI/CD, CSS, Full-stack development, DevOps, Jest, Responsive web design, AWS, JavaScript, SDKs, APIs, Front-end development, A/B testing, Unit testing, HTML, Design patterns",N/A,N/A,Mid-level,"$99,400 - $184,600 a year"
Software Developer,Luxoft,"Tampa, FL","CI/CD, Computer science, Oracle, Computer Science, English, Java, Angular, Computer Information Systems, Linux, Spring, Hibernate",Bachelor's degree,2 years,Mid-level,"$116,725 a year"
Software Analyst,Intone Networks,"Albany, NY",N/A,N/A,N/A,Mid-level,N/A
Junior Python Developer,CS Soft Solutions (I) PVT.LTD.,"Hartford, CT",N/A,N/A,N/A,N/A,"$84,873.31 - $102,213.02 a year"
Junior Software Engineer,Belay Technologies,"Columbia, MD","CI/CD, Cloud architecture, React, Java, AWS, Docker, JavaScript, REST, Contracts, TS/SCI with Polygraph, Spring",N/A,N/A,Entry level,"$70,000 - $190,000 a year"
Software Developer,Intone Networks,"Albany, NY",N/A,N/A,N/A,Mid-level,N/A
Software Engineer,ITResonance,"Naperville, IL","PaaS, APIs, Service-oriented architecture, SaaS, IaaS",N/A,N/A,Mid-level,"$126,755 a year"
Software Engineer 2,"Garmin International, Inc.","Olathe, KS","Elasticsearch, Oracle, Computer Science, CSS, Cassandra, Software Engineering, Big data, C#, Spark, Microsoft SQL Server, Windows, Java, Bash, SQL, AWS, JavaScript, PostgreSQL, Scala, Scripting, Linux, Root cause analysis, Jenkins, GitLab, PowerShell, Shell Scripting, HTML, MySQL, Hadoop","Bachelor of Science, Bachelor's degree",1 year,Mid-level,N/A
Software Developer,Thrive,"Louisville, KY",N/A,N/A,N/A,Mid-level,N/A
Back End Software Engineer,Facilitron,"Los Gatos, CA",N/A,N/A,N/A,Mid-level,N/A
Software Engineer II - Backend,Uber,"Sunnyvale, CA","Spring Boot, Go, Cassandra, Data structures, Spark, Apache Hive, Java, Redis, Software development, Hadoop",Bachelor's degree,3 years,Mid-level,"$167,000 - $185,500 a year"
Software Engineer,University of California San Francisco,"San Francisco, CA","Computer science, MVC, Medical Technology, Computer Science, UI design, OOP, Product development, UX, GitHub, Communication skills",Bachelor's degree,1 year,Mid-level,"$61,200 - $130,600 a year"
Python Developer,Intone Networks,"Malvern, PA",Python,N/A,N/A,Entry level,N/A
Frontend Software Engineer,Lumafield,"San Francisco, CA","Computer Science, React, AWS, Product development, JavaScript, PostgreSQL, Redux, Computer Engineering, Django, Manufacturing, TypeScript",Bachelor's degree,2 years,Mid-level,"$90,000 - $120,000 a year"
Software Engineer - Marine,"Garmin International, Inc.","Olathe, KS","Computer Science, CSS, React, C#, Java, C++, C, Assembly language, Electrical Engineering, Operations",Bachelor's degree,1 year,Mid-level,N/A
Software Engineer,Seawolf Technologies,United States,"UNIX, Windows, Product management, Linux",N/A,N/A,Mid-level,N/A
.Net/Software Developer,Intone Networks,"Saint Paul, MN",.NET,N/A,N/A,Mid-level,N/A
